ticker,issuer_cik,year,quarter,n_investors,completed_at
MRK,310158,2024,2,3506,2026-05-18T04:38:18.692547+00:00
MRK,310158,2024,3,3449,2026-05-18T04:38:19.556126+00:00
MRK,310158,2024,4,3566,2026-05-18T04:38:26.981967+00:00
MRK,310158,2025,1,3410,2026-05-18T04:38:28.105049+00:00
MRK,310158,2025,2,3287,2026-05-18T04:38:28.970387+00:00
MRK,310158,2025,3,3256,2026-05-18T04:38:36.388103+00:00
MRK,310158,2025,4,3451,2026-05-18T04:38:37.321208+00:00
NVDA,1045810,2013,3,396,2026-05-18T04:38:39.993441+00:00
NVDA,1045810,2013,4,416,2026-05-18T04:38:40.748729+00:00
NVDA,1045810,2014,1,432,2026-05-18T04:38:47.946812+00:00
NVDA,1045810,2014,2,439,2026-05-18T04:38:48.889589+00:00
NVDA,1045810,2014,3,457,2026-05-18T04:38:49.905612+00:00
NVDA,1045810,2014,4,523,2026-05-18T04:38:57.173853+00:00
NVDA,1045810,2015,1,526,2026-05-18T04:38:58.271349+00:00
NVDA,1045810,2015,2,511,2026-05-18T04:39:00.855626+00:00
NVDA,1045810,2015,3,537,2026-05-18T04:39:01.867992+00:00
NVDA,1045810,2015,4,613,2026-05-18T04:39:09.284753+00:00
NVDA,1045810,2016,1,661,2026-05-18T04:39:10.257045+00:00
NVDA,1045810,2016,2,725,2026-05-18T04:39:12.975530+00:00
NVDA,1045810,2016,3,747,2026-05-18T04:39:15.796210+00:00
NVDA,1045810,2016,4,825,2026-05-18T04:39:16.835091+00:00
NVDA,1045810,2017,1,874,2026-05-18T04:39:24.301742+00:00
NVDA,1045810,2017,2,923,2026-05-18T04:39:25.526019+00:00
NVDA,1045810,2017,3,1012,2026-05-18T04:39:28.250472+00:00
NVDA,1045810,2017,4,1142,2026-05-18T04:39:30.826261+00:00
NVDA,1045810,2018,1,1230,2026-05-18T04:39:31.909627+00:00
NVDA,1045810,2018,2,1308,2026-05-18T04:39:39.575196+00:00
NVDA,1045810,2018,3,1362,2026-05-18T04:39:40.733411+00:00
NVDA,1045810,2018,4,1298,2026-05-18T04:39:43.604295+00:00
NVDA,1045810,2019,1,1359,2026-05-18T04:39:46.232699+00:00
NVDA,1045810,2019,2,1334,2026-05-18T04:39:48.935280+00:00
NVDA,1045810,2019,3,1393,2026-05-18T04:39:50.103675+00:00
NVDA,1045810,2019,4,1625,2026-05-18T04:39:57.698565+00:00
NVDA,1045810,2020,1,1731,2026-05-18T04:39:59.018829+00:00
NVDA,1045810,2020,2,1911,2026-05-18T04:40:00.856134+00:00
NVDA,1045810,2020,3,2053,2026-05-18T04:40:01.922683+00:00
NVDA,1045810,2020,4,2299,2026-05-18T04:40:09.447722+00:00
NVDA,1045810,2021,1,2328,2026-05-18T04:40:10.783514+00:00
NVDA,1045810,2021,2,2502,2026-05-18T04:40:12.694313+00:00
NVDA,1045810,2021,3,2586,2026-05-18T04:40:13.813704+00:00
NVDA,1045810,2021,4,3069,2026-05-18T04:40:21.306771+00:00
NVDA,1045810,2022,1,3085,2026-05-18T04:40:22.271166+00:00
NVDA,1045810,2022,2,2806,2026-05-18T04:40:23.372383+00:00
NVDA,1045810,2022,3,2664,2026-05-18T04:40:31.000584+00:00
NVDA,1045810,2022,4,2873,2026-05-18T04:40:32.504307+00:00
NVDA,1045810,2023,1,3216,2026-05-18T04:40:33.890653+00:00
NVDA,1045810,2023,2,3536,2026-05-18T04:40:35.214839+00:00
NVDA,1045810,2023,3,3657,2026-05-18T04:40:42.889974+00:00
NVDA,1045810,2023,4,3990,2026-05-18T04:40:44.227736+00:00
NVDA,1045810,2024,1,4307,2026-05-18T04:40:46.767570+00:00
NVDA,1045810,2024,2,4513,2026-05-18T04:40:49.242261+00:00
NVDA,1045810,2024,3,4580,2026-05-18T04:40:52.036572+00:00
NVDA,1045810,2024,4,5148,2026-05-18T04:40:53.286429+00:00
NVDA,1045810,2025,1,5085,2026-05-18T04:41:00.528367+00:00
NVDA,1045810,2025,2,5224,2026-05-18T04:41:01.412687+00:00
NVDA,1045810,2025,3,5292,2026-05-18T04:41:02.278932+00:00
NVDA,1045810,2025,4,5491,2026-05-18T04:41:09.599429+00:00
