year,quarter,firm_f,firm_g,kappa,contrib_Vanguard,contrib_BlackRock,contrib_State Street,contrib_Passive,contrib_Active,contrib_Hedge Fund,contrib_Other,time
2014,2,MSFT,MRK,1.126733,0.191495,0.269449,0.128057,0.027305,0.4916,0.000101,0.018727,2014.375
2014,2,MSFT,NVDA,1.166638,0.262503,0.229858,0.146286,0.02623,0.486088,0.000783,0.01489,2014.375
2014,2,MSFT,XOM,0.71685,0.206728,0.229093,0.128306,0.027353,0.112578,6e-05,0.012732,2014.375
2014,2,MSFT,CVX,0.958418,0.196683,0.273349,0.1636,0.028582,0.277993,5.4e-05,0.018158,2014.375
2014,2,MSFT,KO,0.812326,0.193931,0.215716,0.111649,0.026898,0.24712,6.1e-05,0.01695,2014.375
2014,2,MSFT,PEP,0.876398,0.220804,0.212711,0.123689,0.027569,0.265213,0.000173,0.02624,2014.375
2014,2,MSFT,WMT,0.375374,0.110228,0.105355,0.067118,0.010216,0.069988,3.6e-05,0.012433,2014.375
2014,2,MSFT,TGT,1.038193,0.210891,0.215223,0.283135,0.027608,0.257592,0.000105,0.043639,2014.375
2014,2,MSFT,T,0.721742,0.190152,0.22545,0.128735,0.025917,0.136778,5.9e-05,0.014651,2014.375
2014,2,MSFT,VZ,1.009174,0.189917,0.250291,0.121043,0.026991,0.404137,8.9e-05,0.016708,2014.375
2014,2,MSFT,WFC,0.923516,0.181837,0.239047,0.118646,0.025204,0.336518,7.5e-05,0.022189,2014.375
2014,2,MSFT,INTC,0.971536,0.192568,0.275349,0.184311,0.0288,0.251269,8.4e-05,0.039155,2014.375
2014,2,MSFT,AMZN,1.06176,0.149682,0.164028,0.093512,0.020054,0.623156,0.000122,0.011206,2014.375
2014,2,MSFT,JNJ,0.872324,0.205706,0.242187,0.162684,0.026296,0.212917,8.2e-05,0.022451,2014.375
2014,2,MSFT,PG,0.834593,0.189628,0.242305,0.127887,0.027094,0.230359,6.6e-05,0.017254,2014.375
2014,2,MSFT,MA,0.812688,0.165278,0.243792,0.100368,0.023129,0.253537,0.000218,0.026366,2014.375
2014,2,MSFT,UNH,1.257932,0.184422,0.256303,0.138936,0.027079,0.613473,9.5e-05,0.037624,2014.375
2014,2,MSFT,GS,0.879209,0.169632,0.225589,0.157609,0.023336,0.281939,7.9e-05,0.021025,2014.375
2014,2,MSFT,MS,0.762899,0.130617,0.18004,0.21618,0.017277,0.201748,7.9e-05,0.01696,2014.375
2014,2,MSFT,LMT,1.663139,0.165642,0.242778,0.529691,0.018943,0.681456,0.000122,0.024508,2014.375
2014,2,MSFT,NOC,1.246813,0.213206,0.387972,0.33624,0.023072,0.250676,0.000532,0.035115,2014.375
2014,2,MSFT,A,0.54087,0.105242,0.158988,0.06513,0.013522,0.18764,0.000238,0.010108,2014.375
2014,2,MSFT,ABBV,1.180458,0.200255,0.293177,0.132407,0.027843,0.508307,0.000154,0.018316,2014.375
2014,2,MSFT,ABT,0.807302,0.21016,0.263564,0.130649,0.028196,0.155883,0.000128,0.018723,2014.375
2014,2,MSFT,ACN,0.766328,0.19069,0.223152,0.117212,0.026077,0.188365,8e-06,0.020823,2014.375
2014,2,MSFT,ADBE,1.107636,0.179439,0.211711,0.111125,0.023005,0.516314,0.000268,0.065773,2014.375
2014,2,MSFT,ADI,1.270549,0.221001,0.229351,0.121023,0.030859,0.647624,0.000176,0.020515,2014.375
2014,2,MSFT,ADM,0.804154,0.212097,0.226394,0.149509,0.030912,0.168086,0.000493,0.016664,2014.375
2014,2,MSFT,ADP,0.981469,0.221245,0.232668,0.136545,0.027519,0.343907,1.8e-05,0.019566,2014.375
2014,2,MSFT,ADSK,1.119107,0.264775,0.294778,0.118692,0.024592,0.389761,0.000732,0.025778,2014.375
2014,2,MSFT,AEE,0.87567,0.313157,0.230804,0.160991,0.024175,0.122939,0.000167,0.023437,2014.375
2014,2,MSFT,AEP,0.891782,0.206426,0.319214,0.156434,0.025621,0.163845,0.000336,0.019905,2014.375
2014,2,MSFT,AES,1.015346,0.259743,0.366447,0.143111,0.022412,0.201487,0.000291,0.021856,2014.375
2014,2,MSFT,AFL,0.788555,0.21693,0.211719,0.146561,0.049607,0.148996,0.000229,0.014512,2014.375
2014,2,MSFT,AIG,0.864929,0.179763,0.247653,0.132717,0.023394,0.260619,6.2e-05,0.020721,2014.375
2014,2,MSFT,AIZ,1.038496,0.280309,0.230488,0.146795,0.031366,0.320435,0.00154,0.027564,2014.375
2014,2,MSFT,AKAM,0.987512,0.253488,0.221171,0.123591,0.024279,0.349303,0.000988,0.014692,2014.375
2014,2,MSFT,ALL,0.83794,0.181509,0.262628,0.132969,0.023447,0.203437,0.000209,0.033741,2014.375
2014,2,MSFT,ALLE,0.692775,0.254282,0.189491,0.13462,0.021308,0.072276,0.000568,0.020229,2014.375
2014,2,MSFT,AMAT,0.862669,0.19311,0.227418,0.116978,0.023172,0.277007,0.000528,0.024456,2014.375
2014,2,MSFT,AME,0.932135,0.261599,0.247973,0.123945,0.02315,0.256127,0.000122,0.019218,2014.375
2014,2,AAL,AAPL,0.416439,0.09314,0.094689,0.032865,0.006067,0.183459,0.001634,0.004585,2014.375
2014,2,AAL,MSFT,0.488006,0.081044,0.09474,0.031032,0.005646,0.270142,0.000341,0.005061,2014.375
2014,2,AAL,DAL,0.601993,0.083756,0.088227,0.029343,0.004843,0.371415,0.001607,0.022802,2014.375
2014,2,AAL,JPM,0.536984,0.088119,0.111931,0.036237,0.006551,0.286822,0.000311,0.007013,2014.375
2014,2,AAL,BAC,0.37949,0.083997,0.090954,0.03486,0.006049,0.157858,0.001499,0.004272,2014.375
2014,2,AAL,PFE,0.421352,0.08877,0.118617,0.034263,0.006686,0.1659,0.000625,0.006491,2014.375
2014,2,AAL,MRK,0.578296,0.08891,0.110565,0.03468,0.006251,0.333249,0.000246,0.004394,2014.375
2014,2,AAL,NVDA,0.637642,0.121879,0.094319,0.039617,0.006089,0.369442,0.001059,0.005236,2014.375
2014,2,AAL,XOM,0.311255,0.095983,0.094005,0.034748,0.006343,0.076983,0.000165,0.003029,2014.375
2014,2,AAL,CVX,0.454372,0.091319,0.112165,0.044306,0.006662,0.195712,0.000101,0.004108,2014.375
2014,2,AAL,KO,0.385838,0.090041,0.088516,0.030237,0.006007,0.168798,0.000128,0.002111,2014.375
2014,2,AAL,PEP,0.489524,0.102518,0.087283,0.033497,0.006287,0.255103,0.000844,0.003992,2014.375
2014,2,AAL,WMT,0.153863,0.051178,0.043231,0.018177,0.002457,0.036852,0.000163,0.001805,2014.375
2014,2,AAL,TGT,0.415554,0.097916,0.088314,0.076678,0.006262,0.141534,0.000665,0.004187,2014.375
2014,2,AAL,T,0.326376,0.088287,0.09251,0.034864,0.006155,0.100935,8.9e-05,0.003536,2014.375
2014,2,AAL,VZ,0.506857,0.088177,0.102703,0.032781,0.006189,0.272761,0.000332,0.003914,2014.375
2014,2,AAL,WFC,0.46485,0.084426,0.098089,0.032131,0.005822,0.238634,0.000218,0.005528,2014.375
2014,2,AAL,INTC,0.377326,0.089409,0.112985,0.049915,0.006711,0.105553,0.000552,0.012201,2014.375
2014,2,AAL,AMZN,0.795961,0.069497,0.067306,0.025325,0.004656,0.625566,0.000617,0.002994,2014.375
2014,2,AAL,JNJ,0.40066,0.095508,0.099378,0.044058,0.006091,0.151313,0.000135,0.004176,2014.375
2014,2,AAL,PG,0.395387,0.088043,0.099427,0.034634,0.006219,0.164045,0.000227,0.002792,2014.375
2014,2,AAL,MA,0.517686,0.076738,0.100037,0.027181,0.005314,0.300875,0.0012,0.006341,2014.375
2014,2,AAL,UNH,0.784144,0.085626,0.105171,0.037626,0.006296,0.543969,0.000128,0.005327,2014.375
2014,2,AAL,GS,0.382534,0.078759,0.092567,0.042683,0.005482,0.157115,0.000328,0.005598,2014.375
2014,2,AAL,MS,0.475292,0.060645,0.073877,0.058545,0.00419,0.272898,0.00048,0.004657,2014.375
2014,2,AAL,LMT,0.750231,0.076907,0.09962,0.14345,0.004381,0.420772,0.000478,0.004623,2014.375
2014,2,AAL,NOC,0.489237,0.09899,0.159199,0.09106,0.005888,0.120103,0.000423,0.013574,2014.375
2014,2,AAL,A,0.491662,0.048864,0.065239,0.017638,0.003134,0.34961,0.001988,0.005189,2014.375
2014,2,AAL,ABBV,0.62525,0.092977,0.120301,0.035858,0.006348,0.363953,0.00073,0.005082,2014.375
2014,2,AAL,ABT,0.350965,0.097576,0.10815,0.035382,0.006405,0.099528,0.000435,0.003489,2014.375
2014,2,AAL,ACN,0.316371,0.088537,0.091567,0.031743,0.006225,0.093234,3.9e-05,0.005025,2014.375
2014,2,AAL,ADBE,0.517683,0.083313,0.086873,0.030095,0.005297,0.29892,0.000634,0.012552,2014.375
2014,2,AAL,ADI,0.709131,0.10261,0.094111,0.032775,0.006999,0.466707,0.002001,0.003929,2014.375
2014,2,AAL,ADM,0.467095,0.098475,0.092898,0.04049,0.007284,0.222927,0.000226,0.004794,2014.375
2014,2,AAL,ADP,0.429403,0.102723,0.095472,0.036979,0.006219,0.184966,2.5e-05,0.003019,2014.375
2014,2,AAL,ADSK,0.683883,0.122934,0.120958,0.032144,0.005697,0.391271,0.005085,0.005794,2014.375
2014,2,AAL,AEE,0.356062,0.145398,0.094707,0.043599,0.005464,0.058688,0.000322,0.007884,2014.375
2014,2,AAL,AEP,0.447545,0.095843,0.130985,0.042365,0.005756,0.165339,0.001175,0.006082,2014.375
2014,2,AAL,AES,0.803036,0.120597,0.150366,0.038757,0.005445,0.483129,0.000832,0.003909,2014.375
2014,2,AAL,AFL,0.320997,0.100719,0.086876,0.039691,0.011148,0.07763,0.001723,0.003209,2014.375
2014,2,AAL,AIG,0.383803,0.083463,0.101621,0.035942,0.005646,0.147665,0.000364,0.009103,2014.375
2014,2,AAL,AIZ,0.507907,0.130146,0.094577,0.039755,0.007868,0.228504,0.001447,0.005611,2014.375
2014,2,AAL,AKAM,0.936118,0.117693,0.090755,0.033471,0.005751,0.679935,0.000845,0.007669,2014.375
2014,2,AAL,ALL,0.459592,0.084274,0.107766,0.036011,0.005528,0.215155,0.00055,0.01031,2014.375
2014,2,AAL,ALLE,0.310561,0.118062,0.077755,0.036458,0.005393,0.036979,0.005621,0.030292,2014.375
2014,2,AAL,AMAT,0.540619,0.08966,0.093318,0.03168,0.005398,0.312087,0.00302,0.005456,2014.375
2014,2,AAL,AME,0.574954,0.121459,0.101752,0.033567,0.005444,0.305665,0.000899,0.006168,2014.375
2014,2,DAL,AAPL,0.660014,0.160863,0.166742,0.089035,0.016025,0.212355,0.001336,0.013658,2014.375
2014,2,DAL,MSFT,0.747445,0.139971,0.16683,0.08407,0.014744,0.329108,0.000269,0.012453,2014.375
2014,2,DAL,AAL,0.75497,0.10504,0.110647,0.0368,0.006074,0.465797,0.002015,0.028596,2014.375
2014,2,DAL,JPM,0.757744,0.152191,0.197104,0.098171,0.017267,0.265921,0.010947,0.016143,2014.375
2014,2,DAL,BAC,0.601509,0.145071,0.160164,0.094442,0.015535,0.175245,0.001463,0.009589,2014.375
2014,2,DAL,PFE,0.672105,0.153314,0.208878,0.092823,0.01747,0.184348,0.000588,0.014683,2014.375
2014,2,DAL,MRK,0.831762,0.153557,0.194697,0.093953,0.016616,0.359439,0.000397,0.013103,2014.375
2014,2,DAL,NVDA,0.99267,0.210497,0.16609,0.107328,0.015539,0.479219,0.002483,0.011514,2014.375
2014,2,DAL,XOM,0.560993,0.165772,0.165537,0.094136,0.016815,0.107773,0.000255,0.010704,2014.375
2014,2,DAL,CVX,0.729759,0.157717,0.197515,0.120031,0.017592,0.223717,0.000183,0.013004,2014.375
2014,2,DAL,KO,0.626125,0.155511,0.155871,0.081916,0.016349,0.209769,0.000217,0.006492,2014.375
2014,2,DAL,PEP,0.680624,0.177059,0.1537,0.090749,0.016735,0.229379,0.000655,0.012348,2014.375
2014,2,DAL,WMT,0.27164,0.08839,0.076127,0.049244,0.006921,0.046806,0.00018,0.003973,2014.375
2014,2,DAL,TGT,0.735613,0.16911,0.155515,0.207732,0.016565,0.176453,0.000687,0.009551,2014.375
2014,2,DAL,T,0.546653,0.15248,0.162905,0.094451,0.01616,0.112382,0.000185,0.00809,2014.375
2014,2,DAL,VZ,0.792711,0.152291,0.180854,0.088808,0.01593,0.337013,0.006878,0.010937,2014.375
2014,2,DAL,WFC,0.727864,0.145813,0.172729,0.087049,0.015285,0.288982,0.005182,0.012823,2014.375
2014,2,DAL,INTC,0.757281,0.154418,0.19896,0.135227,0.017751,0.232071,0.000347,0.018508,2014.375
2014,2,DAL,AMZN,0.880288,0.120028,0.118522,0.068608,0.012304,0.541689,0.010229,0.008907,2014.375
2014,2,DAL,JNJ,0.697435,0.164952,0.174999,0.119359,0.016091,0.209122,0.000252,0.012659,2014.375
2014,2,DAL,PG,0.649206,0.15206,0.175084,0.093829,0.016554,0.202614,0.000304,0.008762,2014.375
2014,2,DAL,MA,0.675798,0.132534,0.176158,0.073639,0.01374,0.259668,0.001033,0.019025,2014.375
2014,2,DAL,UNH,1.001868,0.147885,0.185199,0.101935,0.016472,0.537338,0.000344,0.012695,2014.375
2014,2,DAL,GS,0.660357,0.136025,0.163005,0.115635,0.014689,0.212181,0.006366,0.012454,2014.375
2014,2,DAL,MS,0.637858,0.10474,0.130092,0.158608,0.011139,0.220786,0.00194,0.010552,2014.375
2014,2,DAL,LMT,1.2237,0.132826,0.175425,0.388627,0.012659,0.497185,0.000331,0.016646,2014.375
2014,2,DAL,NOC,0.93715,0.170966,0.28034,0.246695,0.016095,0.192776,0.001548,0.028731,2014.375
2014,2,DAL,A,0.470672,0.084392,0.114881,0.047785,0.008288,0.203776,0.000746,0.010804,2014.375
2014,2,DAL,ABBV,0.920316,0.160581,0.211842,0.097145,0.017083,0.414221,0.000721,0.018723,2014.375
2014,2,DAL,ABT,0.636424,0.168524,0.190445,0.095855,0.017154,0.152628,0.000459,0.01136,2014.375
2014,2,DAL,ACN,0.609014,0.152912,0.161244,0.085997,0.016544,0.183928,8.5e-05,0.008304,2014.375
2014,2,DAL,ADBE,0.911862,0.14389,0.152977,0.081531,0.013995,0.505508,0.000422,0.013539,2014.375
2014,2,DAL,ADI,1.033561,0.177217,0.165724,0.088793,0.019141,0.57071,0.000685,0.011291,2014.375
2014,2,DAL,ADM,0.647081,0.170077,0.163587,0.109692,0.019262,0.171167,0.001475,0.011821,2014.375
2014,2,DAL,ADP,0.744876,0.177413,0.16812,0.100181,0.016891,0.269184,5.9e-05,0.013028,2014.375
2014,2,DAL,ADSK,0.879473,0.212319,0.213,0.087082,0.01506,0.332019,0.002361,0.017632,2014.375
2014,2,DAL,AEE,0.652338,0.251116,0.166773,0.118117,0.014726,0.082889,0.000557,0.01816,2014.375
2014,2,DAL,AEP,0.687413,0.16553,0.230657,0.114774,0.015333,0.14368,0.002251,0.015189,2014.375
2014,2,DAL,AES,0.882372,0.208284,0.264786,0.104998,0.014251,0.258894,0.002237,0.028922,2014.375
2014,2,DAL,AFL,0.576558,0.173953,0.152983,0.10753,0.023249,0.109006,0.000578,0.00926,2014.375
2014,2,DAL,AIG,0.640032,0.144149,0.178948,0.097373,0.014748,0.187801,0.000295,0.016718,2014.375
2014,2,DAL,AIZ,0.864126,0.224775,0.166545,0.107701,0.019631,0.311332,0.004893,0.029249,2014.375
2014,2,DAL,AKAM,0.856291,0.203268,0.159813,0.090677,0.015038,0.377354,0.001878,0.008263,2014.375
2014,2,DAL,ALL,0.642654,0.145549,0.189769,0.097558,0.015336,0.165939,0.000633,0.02787,2014.375
2014,2,DAL,ALLE,0.577944,0.203905,0.136922,0.098769,0.012914,0.070317,0.00141,0.053707,2014.375
2014,2,DAL,AMAT,0.69259,0.154852,0.164327,0.085825,0.014495,0.255872,0.001498,0.015722,2014.375
2014,2,DAL,AME,0.767424,0.209772,0.17918,0.090937,0.014127,0.25672,0.000458,0.016232,2014.375
2014,2,JPM,AAPL,0.822035,0.196989,0.246221,0.127979,0.027532,0.207099,0.000526,0.015689,2014.375
2014,2,JPM,MSFT,0.891783,0.171405,0.246352,0.120842,0.025349,0.30494,7.6e-05,0.022819,2014.375
2014,2,JPM,AAL,0.783848,0.12863,0.163388,0.052896,0.009562,0.41868,0.000454,0.010238,2014.375
2014,2,JPM,DAL,0.881971,0.177142,0.229418,0.114266,0.020097,0.309518,0.012741,0.01879,2014.375
2014,2,JPM,BAC,0.76099,0.177651,0.236508,0.13575,0.027783,0.161483,0.000607,0.021207,2014.375
2014,2,JPM,PFE,0.889848,0.187745,0.308442,0.133424,0.031273,0.200991,0.000193,0.027781,2014.375
2014,2,JPM,MRK,1.038846,0.188042,0.287502,0.135048,0.028563,0.377774,0.00014,0.021776,2014.375
2014,2,JPM,NVDA,1.09954,0.257769,0.245259,0.154273,0.028265,0.398672,0.000764,0.014538,2014.375
2014,2,JPM,XOM,0.731978,0.203,0.244442,0.135311,0.029112,0.105866,8e-05,0.014167,2014.375
2014,2,JPM,CVX,0.943734,0.193136,0.291663,0.172532,0.031305,0.23629,6e-05,0.018749,2014.375
2014,2,JPM,KO,0.761803,0.190435,0.230169,0.117745,0.027999,0.184061,7.5e-05,0.01132,2014.375
2014,2,JPM,PEP,0.839757,0.216822,0.226963,0.130442,0.028778,0.219091,0.000141,0.017522,2014.375
2014,2,JPM,WMT,0.372926,0.108241,0.112413,0.070783,0.010889,0.059376,7e-05,0.011154,2014.375
2014,2,JPM,TGT,1.08167,0.207088,0.229643,0.298594,0.029121,0.269285,0.000261,0.047679,2014.375
2014,2,JPM,T,0.718858,0.186723,0.240555,0.135763,0.029072,0.109608,5.6e-05,0.01708,2014.375
2014,2,JPM,VZ,0.929131,0.186492,0.267061,0.127652,0.028227,0.298676,0.001445,0.019579,2014.375
2014,2,JPM,WFC,0.888403,0.178559,0.255063,0.125124,0.026653,0.275415,0.001071,0.026519,2014.375
2014,2,JPM,INTC,0.951786,0.189096,0.293797,0.194374,0.031182,0.192326,0.000118,0.050893,2014.375
2014,2,JPM,AMZN,0.916141,0.146983,0.175017,0.098617,0.02086,0.461053,0.002207,0.011402,2014.375
2014,2,JPM,JNJ,0.867586,0.201997,0.258414,0.171567,0.027384,0.185959,7.3e-05,0.022193,2014.375
2014,2,JPM,PG,0.805753,0.186209,0.25854,0.134869,0.028204,0.184138,9.4e-05,0.013699,2014.375
2014,2,JPM,MA,0.826437,0.162298,0.260127,0.105848,0.023958,0.256897,0.000327,0.016982,2014.375
2014,2,JPM,UNH,1.156098,0.181097,0.273476,0.146521,0.028788,0.491561,0.000115,0.034539,2014.375
2014,2,JPM,GS,0.843904,0.166573,0.240704,0.166214,0.025387,0.22199,0.001382,0.021654,2014.375
2014,2,JPM,MS,0.774301,0.128262,0.192102,0.227982,0.01961,0.193138,0.000439,0.012767,2014.375
2014,2,JPM,LMT,1.504319,0.162656,0.259044,0.558611,0.020098,0.481798,8.1e-05,0.022031,2014.375
2014,2,JPM,NOC,1.255046,0.209361,0.413967,0.354598,0.027339,0.212953,0.000431,0.036397,2014.375
2014,2,JPM,A,0.577525,0.103345,0.169641,0.068686,0.014127,0.21205,0.000113,0.009564,2014.375
2014,2,JPM,ABBV,1.0536,0.196644,0.31282,0.139636,0.029036,0.357119,0.000115,0.018231,2014.375
2014,2,JPM,ABT,0.817901,0.20637,0.281222,0.137782,0.029361,0.14659,0.000128,0.016448,2014.375
2014,2,JPM,ACN,0.851584,0.187252,0.238104,0.123612,0.027223,0.257659,1.2e-05,0.017723,2014.375
2014,2,JPM,ADBE,0.892467,0.176204,0.225896,0.117192,0.023858,0.33304,4.1e-05,0.016236,2014.375
2014,2,JPM,ADI,1.085663,0.217016,0.244718,0.127631,0.032438,0.44693,0.000113,0.016818,2014.375
2014,2,JPM,ADM,0.827424,0.208272,0.241562,0.157672,0.034473,0.16578,0.000405,0.01926,2014.375
2014,2,JPM,ADP,0.925022,0.217256,0.248257,0.144,0.028701,0.270404,1.7e-05,0.016387,2014.375
2014,2,JPM,ADSK,1.083803,0.260001,0.314529,0.125172,0.025629,0.331632,0.000532,0.026309,2014.375
2014,2,JPM,AEE,0.878714,0.307511,0.246268,0.16978,0.025323,0.109506,0.000173,0.020154,2014.375
2014,2,JPM,AEP,0.943863,0.202704,0.340602,0.164975,0.026726,0.184407,0.000216,0.024233,2014.375
2014,2,JPM,AES,1.135235,0.255059,0.390999,0.150924,0.023753,0.278535,0.000199,0.035767,2014.375
2014,2,JPM,AFL,0.809068,0.213018,0.225905,0.154563,0.049702,0.149862,0.000103,0.015915,2014.375
2014,2,JPM,AIG,0.845781,0.176522,0.264246,0.139963,0.026141,0.214653,0.000114,0.024142,2014.375
2014,2,JPM,AIZ,1.041856,0.275255,0.24593,0.154809,0.041523,0.289873,0.001271,0.033194,2014.375
2014,2,JPM,AKAM,1.076221,0.248918,0.23599,0.130338,0.025559,0.417584,0.000483,0.017349,2014.375
2014,2,JPM,ALL,0.845339,0.178236,0.280224,0.140229,0.025607,0.173398,0.000176,0.047468,2014.375
2014,2,JPM,ALLE,0.69951,0.249697,0.202187,0.14197,0.022454,0.057039,0.000199,0.025964,2014.375
2014,2,JPM,AMAT,0.875421,0.189628,0.242655,0.123365,0.024334,0.273073,0.00048,0.021885,2014.375
2014,2,JPM,AME,0.971177,0.256882,0.264588,0.130712,0.024243,0.274589,6.9e-05,0.020094,2014.375
2014,2,BAC,AAPL,0.956829,0.261155,0.278265,0.171232,0.034546,0.191626,0.003667,0.016338,2014.375
2014,2,BAC,MSFT,0.94416,0.227237,0.278413,0.161683,0.03191,0.223153,0.00033,0.021432,2014.375
2014,2,BAC,AAL,0.770432,0.170529,0.184652,0.070773,0.012281,0.32048,0.003043,0.008674,2014.375
2014,2,BAC,DAL,0.97373,0.234843,0.259275,0.152884,0.025148,0.283689,0.002368,0.015523,2014.375
2014,2,BAC,JPM,1.058384,0.247076,0.328935,0.188802,0.038641,0.224591,0.000845,0.029495,2014.375
2014,2,BAC,PFE,0.986997,0.2489,0.348583,0.178517,0.039444,0.14182,0.00097,0.028763,2014.375
2014,2,BAC,MRK,1.030123,0.249294,0.324919,0.18069,0.035805,0.217113,0.000717,0.021586,2014.375
2014,2,BAC,NVDA,1.3481,0.341734,0.277178,0.206412,0.035704,0.46856,0.002431,0.016082,2014.375
2014,2,BAC,XOM,0.881516,0.269124,0.276255,0.181042,0.036539,0.104652,0.000417,0.013488,2014.375
2014,2,BAC,CVX,1.051429,0.256047,0.329621,0.230842,0.039338,0.180678,0.000232,0.014671,2014.375
2014,2,BAC,KO,0.856193,0.252466,0.260124,0.157539,0.034897,0.140067,0.000351,0.01075,2014.375
2014,2,BAC,PEP,0.924395,0.287449,0.2565,0.174527,0.036011,0.151035,0.000769,0.018106,2014.375
2014,2,BAC,WMT,0.448484,0.143498,0.127043,0.094705,0.013549,0.057423,0.00044,0.011826,2014.375
2014,2,BAC,TGT,1.273415,0.274543,0.259529,0.399508,0.036387,0.24708,0.001924,0.054444,2014.375
2014,2,BAC,T,0.83724,0.247546,0.271862,0.181647,0.036677,0.083177,0.000163,0.01617,2014.375
2014,2,BAC,VZ,0.955861,0.247239,0.301817,0.170794,0.035645,0.18002,0.000773,0.019573,2014.375
2014,2,BAC,WFC,0.977682,0.236721,0.288258,0.167411,0.033566,0.228174,0.000306,0.023247,2014.375
2014,2,BAC,INTC,1.137732,0.250691,0.332033,0.260066,0.039137,0.215188,0.000655,0.039962,2014.375
2014,2,BAC,AMZN,0.833078,0.194861,0.197795,0.131947,0.0262,0.268926,0.001951,0.011398,2014.375
2014,2,BAC,JNJ,1.012019,0.267794,0.292045,0.22955,0.034414,0.167323,0.000182,0.02071,2014.375
2014,2,BAC,PG,0.908777,0.246863,0.292187,0.180451,0.035359,0.138784,0.000501,0.014633,2014.375
2014,2,BAC,MA,0.973155,0.215164,0.29398,0.141621,0.030214,0.274081,0.001945,0.016149,2014.375
2014,2,BAC,UNH,1.211231,0.240086,0.309067,0.19604,0.036297,0.40114,0.000486,0.028115,2014.375
2014,2,BAC,GS,0.960036,0.220832,0.27203,0.222388,0.031841,0.142042,0.001279,0.069623,2014.375
2014,2,BAC,MS,0.935664,0.170041,0.217103,0.305033,0.024698,0.20417,0.00071,0.013909,2014.375
2014,2,BAC,LMT,1.440019,0.215638,0.292757,0.747402,0.02482,0.146062,0.00026,0.01308,2014.375
2014,2,BAC,NOC,1.397699,0.277557,0.467842,0.47444,0.034332,0.116839,0.000769,0.02592,2014.375
2014,2,BAC,A,0.671672,0.137007,0.191718,0.091899,0.01775,0.225661,0.000545,0.007092,2014.375
2014,2,BAC,ABBV,1.057825,0.260697,0.353531,0.186828,0.036271,0.205679,0.000294,0.014524,2014.375
2014,2,BAC,ABT,0.949202,0.273592,0.317822,0.184348,0.036774,0.121106,0.000571,0.014989,2014.375
2014,2,BAC,ACN,0.905718,0.248246,0.269091,0.165388,0.033692,0.17698,9.7e-05,0.012223,2014.375
2014,2,BAC,ADBE,1.033239,0.233599,0.255295,0.156799,0.029995,0.334349,0.000256,0.022946,2014.375
2014,2,BAC,ADI,1.062731,0.287705,0.276566,0.170766,0.04035,0.271762,0.000621,0.014962,2014.375
2014,2,BAC,ADM,1.000161,0.276113,0.273,0.210959,0.043231,0.17964,0.000773,0.016444,2014.375
2014,2,BAC,ADP,0.987359,0.288024,0.280566,0.192667,0.035753,0.177665,5.6e-05,0.012628,2014.375
2014,2,BAC,ADSK,1.165833,0.344692,0.355462,0.167476,0.032184,0.243599,0.002843,0.019577,2014.375
2014,2,BAC,AEE,1.027098,0.407677,0.278318,0.22716,0.031949,0.066435,0.000611,0.014948,2014.375
2014,2,BAC,AEP,1.076284,0.268731,0.384929,0.220731,0.033529,0.148295,0.000906,0.019162,2014.375
2014,2,BAC,AES,1.280389,0.338141,0.441885,0.201931,0.030069,0.247509,0.001066,0.019789,2014.375
2014,2,BAC,AFL,0.978268,0.282405,0.255305,0.2068,0.065186,0.151027,0.000636,0.016908,2014.375
2014,2,BAC,AIG,0.999964,0.234021,0.298636,0.187266,0.033053,0.150072,0.000794,0.096123,2014.375
2014,2,BAC,AIZ,1.253554,0.364914,0.277937,0.207129,0.052814,0.320049,0.002655,0.028056,2014.375
2014,2,BAC,AKAM,1.215821,0.329998,0.266702,0.174388,0.032124,0.400793,0.00094,0.010875,2014.375
2014,2,BAC,ALL,0.94092,0.236294,0.316694,0.187622,0.031893,0.13717,0.000571,0.030676,2014.375
2014,2,BAC,ALLE,0.870328,0.331032,0.228501,0.189951,0.028557,0.074522,0.001193,0.016573,2014.375
2014,2,BAC,AMAT,1.058264,0.251396,0.274235,0.165058,0.03043,0.304676,0.003288,0.029181,2014.375
2014,2,BAC,AME,1.124845,0.340557,0.299022,0.174889,0.030607,0.267993,0.000396,0.011382,2014.375
2014,2,PFE,AAPL,0.854628,0.225048,0.295913,0.137232,0.031568,0.147621,0.000823,0.016423,2014.375
2014,2,PFE,MSFT,0.910094,0.19582,0.29607,0.129579,0.029083,0.23711,0.00016,0.022271,2014.375
2014,2,PFE,AAL,0.69752,0.146952,0.196363,0.05672,0.011068,0.274637,0.001035,0.010745,2014.375
2014,2,PFE,DAL,0.887178,0.202375,0.275718,0.122527,0.023061,0.243339,0.000777,0.019382,2014.375
2014,2,PFE,JPM,1.009154,0.212917,0.349796,0.151313,0.035466,0.227938,0.000218,0.031505,2014.375
2014,2,PFE,BAC,0.804809,0.202956,0.284239,0.145565,0.032163,0.115641,0.000791,0.023454,2014.375
2014,2,PFE,MRK,1.095179,0.214828,0.345525,0.144812,0.032821,0.331022,0.000295,0.025877,2014.375
2014,2,PFE,NVDA,0.963285,0.294487,0.294756,0.165426,0.032721,0.160313,0.002192,0.013389,2014.375
2014,2,PFE,XOM,0.821598,0.231916,0.293775,0.145094,0.033493,0.100557,0.000186,0.016577,2014.375
