year,quarter,firm_f,firm_g,kappa,ihhi_f,retail_f,cosine,same_sic,time
2013,3,AAPL,BAC,0.938364,0.00964876,0.428,0.935385,0,2013.625
2013,3,AAPL,DAL,1.07848,0.00964876,0.428,0.737509,0,2013.625
2013,3,AAPL,JPM,1.06546,0.00964876,0.428,0.930147,0,2013.625
2013,3,AAPL,MRK,1.065105,0.00964876,0.428,0.795826,0,2013.625
2013,3,AAPL,MSFT,0.953428,0.00964876,0.428,0.867105,0,2013.625
2013,3,AAPL,NVDA,1.371775,0.00964876,0.428,0.774429,0,2013.625
2013,3,AAPL,PFE,0.955088,0.00964876,0.428,0.911328,0,2013.625
2013,3,BAC,AAPL,0.932414,0.00971033,0.4295,0.935385,0,2013.625
2013,3,BAC,DAL,1.060699,0.00971033,0.4295,0.727659,0,2013.625
2013,3,BAC,JPM,1.039129,0.00971033,0.4295,0.91005,1,2013.625
2013,3,BAC,MRK,1.068404,0.00971033,0.4295,0.800834,0,2013.625
2013,3,BAC,MSFT,0.940068,0.00971033,0.4295,0.857677,0,2013.625
2013,3,BAC,NVDA,1.238148,0.00971033,0.4295,0.701217,0,2013.625
2013,3,BAC,PFE,0.94797,0.00971033,0.4295,0.907418,0,2013.625
2013,3,DAL,AAPL,0.504338,0.02063298,0.0931,0.737509,0,2013.625
2013,3,DAL,BAC,0.499188,0.02063298,0.0931,0.727659,0,2013.625
2013,3,DAL,JPM,0.597534,0.02063298,0.0931,0.76282,0,2013.625
2013,3,DAL,MRK,0.684894,0.02063298,0.0931,0.748332,0,2013.625
2013,3,DAL,MSFT,0.596602,0.02063298,0.0931,0.793439,0,2013.625
2013,3,DAL,NVDA,0.709489,0.02063298,0.0931,0.585719,0,2013.625
2013,3,DAL,PFE,0.526869,0.02063298,0.0931,0.735155,0,2013.625
2013,3,JPM,AAPL,0.812018,0.01266027,0.268,0.930147,0,2013.625
2013,3,JPM,BAC,0.797005,0.01266027,0.268,0.91005,1,2013.625
2013,3,JPM,DAL,0.973827,0.01266027,0.268,0.76282,0,2013.625
2013,3,JPM,MRK,1.058847,0.01266027,0.268,0.906244,0,2013.625
2013,3,JPM,MSFT,0.880136,0.01266027,0.268,0.916894,0,2013.625
2013,3,JPM,NVDA,1.057068,0.01266027,0.268,0.683576,0,2013.625
2013,3,JPM,PFE,0.887655,0.01266027,0.268,0.9702,0,2013.625
2013,3,MRK,AAPL,0.594626,0.01728302,0.2992,0.795826,0,2013.625
2013,3,MRK,BAC,0.600274,0.01728302,0.2992,0.800834,0,2013.625
2013,3,MRK,DAL,0.817647,0.01728302,0.2992,0.748332,0,2013.625
2013,3,MRK,JPM,0.775634,0.01728302,0.2992,0.906244,0,2013.625
2013,3,MRK,MSFT,0.77082,0.01728302,0.2992,0.938233,0,2013.625
2013,3,MRK,NVDA,0.713359,0.01728302,0.2992,0.53899,0,2013.625
2013,3,MRK,PFE,0.707342,0.01728302,0.2992,0.903305,1,2013.625
2013,3,MSFT,AAPL,0.788597,0.01166553,0.3359,0.867105,0,2013.625
2013,3,MSFT,BAC,0.782508,0.01166553,0.3359,0.857677,0,2013.625
2013,3,MSFT,DAL,1.055219,0.01166553,0.3359,0.793439,0,2013.625
2013,3,MSFT,JPM,0.955187,0.01166553,0.3359,0.916894,0,2013.625
2013,3,MSFT,MRK,1.142005,0.01166553,0.3359,0.938233,0,2013.625
2013,3,MSFT,NVDA,1.023719,0.01166553,0.3359,0.635471,0,2013.625
2013,3,MSFT,PFE,0.870544,0.01166553,0.3359,0.913353,0,2013.625
2013,3,NVDA,AAPL,0.4372,0.03027436,0.255,0.774429,0,2013.625
2013,3,NVDA,BAC,0.397129,0.03027436,0.255,0.701217,0,2013.625
2013,3,NVDA,DAL,0.48354,0.03027436,0.255,0.585719,0,2013.625
2013,3,NVDA,JPM,0.44205,0.03027436,0.255,0.683576,0,2013.625
2013,3,NVDA,MRK,0.407243,0.03027436,0.255,0.53899,0,2013.625
2013,3,NVDA,MSFT,0.394467,0.03027436,0.255,0.635471,0,2013.625
2013,3,NVDA,PFE,0.355625,0.03027436,0.255,0.60107,0,2013.625
2013,3,PFE,AAPL,0.869573,0.01059764,0.3672,0.911328,0,2013.625
2013,3,PFE,BAC,0.8686,0.01059764,0.3672,0.907418,0,2013.625
2013,3,PFE,DAL,1.025783,0.01059764,0.3672,0.735155,0,2013.625
2013,3,PFE,JPM,1.060421,0.01059764,0.3672,0.9702,0,2013.625
2013,3,PFE,MRK,1.153559,0.01059764,0.3672,0.903305,1,2013.625
2013,3,PFE,MSFT,0.958267,0.01059764,0.3672,0.913353,0,2013.625
2013,3,PFE,NVDA,1.015916,0.01059764,0.3672,0.60107,0,2013.625
2013,4,AAL,AAPL,0.383773,0.022269,0.0479,0.583821,0,2013.875
2013,4,AAL,BAC,0.354388,0.022269,0.0479,0.538088,0,2013.875
2013,4,AAL,DAL,0.599212,0.022269,0.0479,0.681264,1,2013.875
2013,4,AAL,JPM,0.470973,0.022269,0.0479,0.617726,0,2013.875
2013,4,AAL,MRK,0.525144,0.022269,0.0479,0.588339,0,2013.875
2013,4,AAL,MSFT,0.4482,0.022269,0.0479,0.616497,0,2013.875
2013,4,AAL,NVDA,0.748057,0.022269,0.0479,0.599421,0,2013.875
2013,4,AAL,PFE,0.359591,0.022269,0.0479,0.525771,0,2013.875
2013,4,AAPL,AAL,0.888148,0.00962255,0.4152,0.583821,0,2013.875
2013,4,AAPL,BAC,0.938055,0.00962255,0.4152,0.936262,0,2013.875
2013,4,AAPL,DAL,1.06162,0.00962255,0.4152,0.793411,0,2013.875
2013,4,AAPL,JPM,1.084913,0.00962255,0.4152,0.935383,0,2013.875
2013,4,AAPL,MRK,1.065712,0.00962255,0.4152,0.784846,0,2013.875
2013,4,AAPL,MSFT,0.980875,0.00962255,0.4152,0.886884,0,2013.875
2013,4,AAPL,NVDA,1.451777,0.00962255,0.4152,0.764701,0,2013.875
2013,4,AAPL,PFE,0.953261,0.00962255,0.4152,0.916207,0,2013.875
2013,4,BAC,AAL,0.817011,0.00965943,0.4173,0.538088,0,2013.875
2013,4,BAC,AAPL,0.934473,0.00965943,0.4173,0.936262,0,2013.875
2013,4,BAC,DAL,1.033428,0.00965943,0.4173,0.77382,0,2013.875
2013,4,BAC,JPM,1.05292,0.00965943,0.4173,0.909537,1,2013.875
2013,4,BAC,MRK,1.053523,0.00965943,0.4173,0.777354,0,2013.875
2013,4,BAC,MSFT,0.953114,0.00965943,0.4173,0.863434,0,2013.875
2013,4,BAC,NVDA,1.33847,0.00965943,0.4173,0.706368,0,2013.875
2013,4,BAC,PFE,0.942783,0.00965943,0.4173,0.907871,0,2013.875
2013,4,DAL,AAL,0.77455,0.01722789,0.1519,0.681264,1,2013.875
2013,4,DAL,AAPL,0.592962,0.01722789,0.1519,0.793411,0,2013.875
2013,4,DAL,BAC,0.579428,0.01722789,0.1519,0.77382,0,2013.875
2013,4,DAL,JPM,0.709081,0.01722789,0.1519,0.818015,0,2013.875
2013,4,DAL,MRK,0.788204,0.01722789,0.1519,0.776702,0,2013.875
2013,4,DAL,MSFT,0.695178,0.01722789,0.1519,0.841047,0,2013.875
2013,4,DAL,NVDA,0.925607,0.01722789,0.1519,0.652363,0,2013.875
2013,4,DAL,PFE,0.605154,0.01722789,0.1519,0.778249,0,2013.875
2013,4,JPM,AAL,0.810207,0.01294497,0.2641,0.617726,0,2013.875
2013,4,JPM,AAPL,0.806462,0.01294497,0.2641,0.935383,0,2013.875
2013,4,JPM,BAC,0.78568,0.01294497,0.2641,0.909537,1,2013.875
2013,4,JPM,DAL,0.943684,0.01294497,0.2641,0.818015,0,2013.875
2013,4,JPM,MRK,1.047908,0.01294497,0.2641,0.895104,0,2013.875
2013,4,JPM,MSFT,0.888782,0.01294497,0.2641,0.932082,0,2013.875
2013,4,JPM,NVDA,1.107789,0.01294497,0.2641,0.67679,0,2013.875
2013,4,JPM,PFE,0.864562,0.01294497,0.2641,0.963792,0,2013.875
2013,4,MRK,AAL,0.65914,0.01774194,0.2953,0.588339,0,2013.875
2013,4,MRK,AAPL,0.578001,0.01774194,0.2953,0.784846,0,2013.875
2013,4,MRK,BAC,0.57358,0.01774194,0.2953,0.777354,0,2013.875
2013,4,MRK,DAL,0.765367,0.01774194,0.2953,0.776702,0,2013.875
2013,4,MRK,JPM,0.764581,0.01774194,0.2953,0.895104,0,2013.875
2013,4,MRK,MSFT,0.760132,0.01774194,0.2953,0.93325,0,2013.875
2013,4,MRK,NVDA,0.70859,0.01774194,0.2953,0.506807,0,2013.875
2013,4,MRK,PFE,0.680066,0.01774194,0.2953,0.887542,1,2013.875
2013,4,MSFT,AAL,0.847988,0.01177019,0.3308,0.616497,0,2013.875
2013,4,MSFT,AAPL,0.8019,0.01177019,0.3308,0.886884,0,2013.875
2013,4,MSFT,BAC,0.782191,0.01177019,0.3308,0.863434,0,2013.875
2013,4,MSFT,DAL,1.017524,0.01177019,0.3308,0.841047,0,2013.875
2013,4,MSFT,JPM,0.977491,0.01177019,0.3308,0.932082,0,2013.875
2013,4,MSFT,MRK,1.145795,0.01177019,0.3308,0.93325,0,2013.875
2013,4,MSFT,NVDA,1.149534,0.01177019,0.3308,0.669669,0,2013.875
2013,4,MSFT,PFE,0.858393,0.01177019,0.3308,0.912462,0,2013.875
2013,4,NVDA,AAL,0.480318,0.03468219,0.204,0.599421,0,2013.875
2013,4,NVDA,AAPL,0.402794,0.03468219,0.204,0.764701,0,2013.875
2013,4,NVDA,BAC,0.372781,0.03468219,0.204,0.706368,0,2013.875
2013,4,NVDA,DAL,0.459782,0.03468219,0.204,0.652363,0,2013.875
2013,4,NVDA,JPM,0.413477,0.03468219,0.204,0.67679,0,2013.875
2013,4,NVDA,MRK,0.362485,0.03468219,0.204,0.506807,0,2013.875
2013,4,NVDA,MSFT,0.39012,0.03468219,0.204,0.669669,0,2013.875
2013,4,NVDA,PFE,0.316669,0.03468219,0.204,0.577824,0,2013.875
2013,4,PFE,AAL,0.768748,0.0104166,0.3731,0.525771,0,2013.875
2013,4,PFE,AAPL,0.880593,0.0104166,0.3731,0.916207,0,2013.875
2013,4,PFE,BAC,0.874253,0.0104166,0.3731,0.907871,0,2013.875
2013,4,PFE,DAL,1.000856,0.0104166,0.3731,0.778249,0,2013.875
2013,4,PFE,JPM,1.074412,0.0104166,0.3731,0.963792,0,2013.875
2013,4,PFE,MRK,1.158314,0.0104166,0.3731,0.887542,1,2013.875
2013,4,PFE,MSFT,0.969936,0.0104166,0.3731,0.912462,0,2013.875
2013,4,PFE,NVDA,1.054353,0.0104166,0.3731,0.577824,0,2013.875
2014,1,AAL,AAPL,0.384182,0.01567311,0.3417,0.473257,0,2014.125
2014,1,AAL,BAC,0.350098,0.01567311,0.3417,0.440315,0,2014.125
2014,1,AAL,DAL,0.651876,0.01567311,0.3417,0.631044,1,2014.125
2014,1,AAL,JPM,0.516584,0.01567311,0.3417,0.560122,0,2014.125
2014,1,AAL,MRK,0.613818,0.01567311,0.3417,0.557374,0,2014.125
2014,1,AAL,MSFT,0.504939,0.01567311,0.3417,0.580948,0,2014.125
2014,1,AAL,NVDA,0.707778,0.01567311,0.3417,0.464298,0,2014.125
2014,1,AAL,PFE,0.392065,0.01567311,0.3417,0.452042,0,2014.125
2014,1,AAPL,AAL,0.582985,0.01032844,0.4001,0.473257,0,2014.125
2014,1,AAPL,BAC,0.909922,0.01032844,0.4001,0.929005,0,2014.125
2014,1,AAPL,DAL,1.013377,0.01032844,0.4001,0.796353,0,2014.125
2014,1,AAPL,JPM,1.064653,0.01032844,0.4001,0.937108,0,2014.125
2014,1,AAPL,MRK,1.099698,0.01032844,0.4001,0.810626,0,2014.125
2014,1,AAPL,MSFT,0.97189,0.01032844,0.4001,0.907726,0,2014.125
2014,1,AAPL,NVDA,1.36406,0.01032844,0.4001,0.726395,0,2014.125
2014,1,AAPL,PFE,0.98228,0.01032844,0.4001,0.91938,0,2014.125
2014,1,BAC,AAL,0.55378,0.00990848,0.4138,0.440315,0,2014.125
2014,1,BAC,AAPL,0.948488,0.00990848,0.4138,0.929005,0,2014.125
2014,1,BAC,DAL,0.984196,0.00990848,0.4138,0.757534,0,2014.125
2014,1,BAC,JPM,1.04444,0.00990848,0.4138,0.900433,1,2014.125
2014,1,BAC,MRK,1.039261,0.00990848,0.4138,0.750339,0,2014.125
2014,1,BAC,MSFT,0.925062,0.00990848,0.4138,0.846242,0,2014.125
2014,1,BAC,NVDA,1.372312,0.00990848,0.4138,0.715778,0,2014.125
2014,1,BAC,PFE,0.971666,0.00990848,0.4138,0.890765,0,2014.125
2014,1,DAL,AAL,0.610877,0.01672501,0.1653,0.631044,1,2014.125
2014,1,DAL,AAPL,0.625806,0.01672501,0.1653,0.796353,0,2014.125
2014,1,DAL,BAC,0.583072,0.01672501,0.1653,0.757534,0,2014.125
2014,1,DAL,JPM,0.731857,0.01672501,0.1653,0.819735,0,2014.125
2014,1,DAL,MRK,0.824061,0.01672501,0.1653,0.772987,0,2014.125
2014,1,DAL,MSFT,0.708995,0.01672501,0.1653,0.842648,0,2014.125
2014,1,DAL,NVDA,0.955974,0.01672501,0.1653,0.647815,0,2014.125
2014,1,DAL,PFE,0.650159,0.01672501,0.1653,0.774365,0,2014.125
2014,1,JPM,AAL,0.607329,0.01333127,0.2631,0.560122,0,2014.125
2014,1,JPM,AAPL,0.824843,0.01333127,0.2631,0.937108,0,2014.125
2014,1,JPM,BAC,0.776281,0.01333127,0.2631,0.900433,1,2014.125
2014,1,JPM,DAL,0.918166,0.01333127,0.2631,0.819735,0,2014.125
2014,1,JPM,MRK,1.06873,0.01333127,0.2631,0.895021,0,2014.125
2014,1,JPM,MSFT,0.887348,0.01333127,0.2631,0.941564,0,2014.125
2014,1,JPM,NVDA,1.118725,0.01333127,0.2631,0.676832,0,2014.125
2014,1,JPM,PFE,0.893024,0.01333127,0.2631,0.949602,0,2014.125
2014,1,MRK,AAL,0.506121,0.0190082,0.2633,0.557374,0,2014.125
2014,1,MRK,AAPL,0.59754,0.0190082,0.2633,0.810626,0,2014.125
2014,1,MRK,BAC,0.54174,0.0190082,0.2633,0.750339,0,2014.125
2014,1,MRK,DAL,0.725078,0.0190082,0.2633,0.772987,0,2014.125
2014,1,MRK,JPM,0.749547,0.0190082,0.2633,0.895021,0,2014.125
2014,1,MRK,MSFT,0.727101,0.0190082,0.2633,0.921267,0,2014.125
2014,1,MRK,NVDA,0.714026,0.0190082,0.2633,0.51583,0,2014.125
2014,1,MRK,PFE,0.688992,0.0190082,0.2633,0.874837,1,2014.125
2014,1,MSFT,AAL,0.668397,0.01184022,0.3247,0.580948,0,2014.125
2014,1,MSFT,AAPL,0.847798,0.01184022,0.3247,0.907726,0,2014.125
2014,1,MSFT,BAC,0.774138,0.01184022,0.3247,0.846242,0,2014.125
2014,1,MSFT,DAL,1.001497,0.01184022,0.3247,0.842648,0,2014.125
2014,1,MSFT,JPM,0.999093,0.01184022,0.3247,0.941564,0,2014.125
2014,1,MSFT,MRK,1.167283,0.01184022,0.3247,0.921267,0,2014.125
2014,1,MSFT,NVDA,1.194952,0.01184022,0.3247,0.681322,0,2014.125
2014,1,MSFT,PFE,0.899609,0.01184022,0.3247,0.901523,0,2014.125
2014,1,NVDA,AAL,0.304576,0.03642134,0.185,0.464298,0,2014.125
2014,1,NVDA,AAPL,0.386823,0.03642134,0.185,0.726395,0,2014.125
2014,1,NVDA,BAC,0.37334,0.03642134,0.185,0.715778,0,2014.125
2014,1,NVDA,DAL,0.438992,0.03642134,0.185,0.647815,0,2014.125
2014,1,NVDA,JPM,0.409486,0.03642134,0.185,0.676832,0,2014.125
2014,1,NVDA,MRK,0.372648,0.03642134,0.185,0.51583,0,2014.125
2014,1,NVDA,MSFT,0.388467,0.03642134,0.185,0.681322,0,2014.125
2014,1,NVDA,PFE,0.313984,0.03642134,0.185,0.551859,0,2014.125
2014,1,PFE,AAL,0.521193,0.01179002,0.3322,0.452042,0,2014.125
2014,1,PFE,AAPL,0.860509,0.01179002,0.3322,0.91938,0,2014.125
2014,1,PFE,BAC,0.8166,0.01179002,0.3322,0.890765,0,2014.125
2014,1,PFE,DAL,0.922298,0.01179002,0.3322,0.774365,0,2014.125
2014,1,PFE,JPM,1.009764,0.01179002,0.3322,0.949602,0,2014.125
2014,1,PFE,MRK,1.110811,0.01179002,0.3322,0.874837,1,2014.125
2014,1,PFE,MSFT,0.90344,0.01179002,0.3322,0.901523,0,2014.125
2014,1,PFE,NVDA,0.969949,0.01179002,0.3322,0.551859,0,2014.125
2014,2,AAL,AAPL,0.416439,0.02040374,0.3071,0.577335,0,2014.375
2014,2,AAL,BAC,0.37949,0.02040374,0.3071,0.540713,0,2014.375
2014,2,AAL,DAL,0.601993,0.02040374,0.3071,0.674156,1,2014.375
2014,2,AAL,JPM,0.536984,0.02040374,0.3071,0.648779,0,2014.375
2014,2,AAL,MRK,0.578296,0.02040374,0.3071,0.605462,0,2014.375
2014,2,AAL,MSFT,0.488006,0.02040374,0.3071,0.620423,0,2014.375
2014,2,AAL,NVDA,0.637642,0.02040374,0.3071,0.479306,0,2014.375
2014,2,AAL,PFE,0.421352,0.02040374,0.3071,0.542127,0,2014.375
2014,2,AAPL,AAL,0.800394,0.01061591,0.3911,0.577335,0,2014.375
2014,2,AAPL,BAC,0.905841,0.01061591,0.3911,0.930986,0,2014.375
2014,2,AAPL,DAL,1.011505,0.01061591,0.3911,0.817073,0,2014.375
2014,2,AAPL,JPM,1.082362,0.01061591,0.3911,0.94326,0,2014.375
2014,2,AAPL,MRK,1.100999,0.01061591,0.3911,0.831473,0,2014.375
2014,2,AAPL,MSFT,1.002721,0.01061591,0.3911,0.919531,0,2014.375
2014,2,AAPL,NVDA,1.389381,0.01061591,0.3911,0.753323,0,2014.375
2014,2,AAPL,PFE,0.992244,0.01061591,0.3911,0.920869,0,2014.375
2014,2,BAC,AAL,0.770432,0.01005021,0.4103,0.540713,0,2014.375
2014,2,BAC,AAPL,0.956829,0.01005021,0.4103,0.930986,0,2014.375
2014,2,BAC,DAL,0.97373,0.01005021,0.4103,0.765315,0,2014.375
2014,2,BAC,JPM,1.058384,0.01005021,0.4103,0.897451,1,2014.375
2014,2,BAC,MRK,1.030123,0.01005021,0.4103,0.756936,0,2014.375
2014,2,BAC,MSFT,0.94416,0.01005021,0.4103,0.842443,0,2014.375
2014,2,BAC,NVDA,1.3481,0.01005021,0.4103,0.711198,0,2014.375
2014,2,BAC,PFE,0.986997,0.01005021,0.4103,0.89126,0,2014.375
2014,2,DAL,AAL,0.75497,0.01626941,0.1618,0.674156,1,2014.375
2014,2,DAL,AAPL,0.660014,0.01626941,0.1618,0.817073,0,2014.375
2014,2,DAL,BAC,0.601509,0.01626941,0.1618,0.765315,0,2014.375
2014,2,DAL,JPM,0.757744,0.01626941,0.1618,0.817501,0,2014.375
2014,2,DAL,MRK,0.831762,0.01626941,0.1618,0.777621,0,2014.375
2014,2,DAL,MSFT,0.747445,0.01626941,0.1618,0.848541,0,2014.375
2014,2,DAL,NVDA,0.99267,0.01626941,0.1618,0.666303,0,2014.375
2014,2,DAL,PFE,0.672105,0.01626941,0.1618,0.77219,0,2014.375
2014,2,JPM,AAL,0.783848,0.01397783,0.2504,0.648779,0,2014.375
2014,2,JPM,AAPL,0.822035,0.01397783,0.2504,0.94326,0,2014.375
2014,2,JPM,BAC,0.76099,0.01397783,0.2504,0.897451,1,2014.375
2014,2,JPM,DAL,0.881971,0.01397783,0.2504,0.817501,0,2014.375
2014,2,JPM,MRK,1.038846,0.01397783,0.2504,0.90023,0,2014.375
2014,2,JPM,MSFT,0.891783,0.01397783,0.2504,0.938397,0,2014.375
2014,2,JPM,NVDA,1.09954,0.01397783,0.2504,0.684088,0,2014.375
2014,2,JPM,PFE,0.889848,0.01397783,0.2504,0.947625,0,2014.375
2014,2,MRK,AAL,0.633906,0.01861379,0.2722,0.605462,0,2014.375
2014,2,MRK,AAPL,0.627927,0.01861379,0.2722,0.831473,0,2014.375
2014,2,MRK,BAC,0.556198,0.01861379,0.2722,0.756936,0,2014.375
2014,2,MRK,DAL,0.727003,0.01861379,0.2722,0.777621,0,2014.375
2014,2,MRK,JPM,0.78011,0.01861379,0.2722,0.90023,0,2014.375
2014,2,MRK,MSFT,0.764137,0.01861379,0.2722,0.927889,0,2014.375
2014,2,MRK,NVDA,0.701503,0.01861379,0.2722,0.503649,0,2014.375
2014,2,MRK,PFE,0.725184,0.01861379,0.2722,0.891183,1,2014.375
2014,2,MSFT,AAL,0.788769,0.01262365,0.2972,0.620423,0,2014.375
2014,2,MSFT,AAPL,0.843243,0.01262365,0.2972,0.919531,0,2014.375
2014,2,MSFT,BAC,0.751685,0.01262365,0.2972,0.842443,0,2014.375
2014,2,MSFT,DAL,0.963311,0.01262365,0.2972,0.848541,0,2014.375
2014,2,MSFT,JPM,0.987447,0.01262365,0.2972,0.938397,0,2014.375
2014,2,MSFT,MRK,1.126733,0.01262365,0.2972,0.927889,0,2014.375
2014,2,MSFT,NVDA,1.166638,0.01262365,0.2972,0.689779,0,2014.375
2014,2,MSFT,PFE,0.888587,0.01262365,0.2972,0.899276,0,2014.375
2014,2,NVDA,AAL,0.360287,0.03611086,0.2105,0.479306,0,2014.375
2014,2,NVDA,AAPL,0.408452,0.03611086,0.2105,0.753323,0,2014.375
2014,2,NVDA,BAC,0.375197,0.03611086,0.2105,0.711198,0,2014.375
2014,2,NVDA,DAL,0.447238,0.03611086,0.2105,0.666303,0,2014.375
2014,2,NVDA,JPM,0.425611,0.03611086,0.2105,0.684088,0,2014.375
2014,2,NVDA,MRK,0.361598,0.03611086,0.2105,0.503649,0,2014.375
2014,2,NVDA,MSFT,0.407834,0.03611086,0.2105,0.689779,0,2014.375
2014,2,NVDA,PFE,0.328788,0.03611086,0.2105,0.562776,0,2014.375
2014,2,PFE,AAL,0.69752,0.01232533,0.3204,0.542127,0,2014.375
2014,2,PFE,AAPL,0.854628,0.01232533,0.3204,0.920869,0,2014.375
2014,2,PFE,BAC,0.804809,0.01232533,0.3204,0.89126,0,2014.375
2014,2,PFE,DAL,0.887178,0.01232533,0.3204,0.77219,0,2014.375
2014,2,PFE,JPM,1.009154,0.01232533,0.3204,0.947625,0,2014.375
2014,2,PFE,MRK,1.095179,0.01232533,0.3204,0.891183,1,2014.375
2014,2,PFE,MSFT,0.910094,0.01232533,0.3204,0.899276,0,2014.375
2014,2,PFE,NVDA,0.963285,0.01232533,0.3204,0.562776,0,2014.375
2014,3,AAL,AAPL,0.32298,0.02447955,0.3065,0.490631,0,2014.625
2014,3,AAL,BAC,0.328785,0.02447955,0.3065,0.493857,0,2014.625
2014,3,AAL,DAL,0.47064,0.02447955,0.3065,0.580627,1,2014.625
2014,3,AAL,JPM,0.441714,0.02447955,0.3065,0.581855,0,2014.625
2014,3,AAL,MRK,0.46534,0.02447955,0.3065,0.534775,0,2014.625
2014,3,AAL,MSFT,0.39246,0.02447955,0.3065,0.544104,0,2014.625
2014,3,AAL,NVDA,0.508964,0.02447955,0.3065,0.403336,0,2014.625
2014,3,AAL,PFE,0.352847,0.02447955,0.3065,0.502068,0,2014.625
2014,3,AAPL,AAL,0.745304,0.01060831,0.3974,0.490631,0,2014.625
2014,3,AAPL,BAC,0.947605,0.01060831,0.3974,0.936996,0,2014.625
2014,3,AAPL,DAL,0.996933,0.01060831,0.3974,0.809648,0,2014.625
2014,3,AAPL,JPM,1.082183,0.01060831,0.3974,0.938418,0,2014.625
2014,3,AAPL,MRK,1.081123,0.01060831,0.3974,0.817895,0,2014.625
2014,3,AAPL,MSFT,0.98221,0.01060831,0.3974,0.89642,0,2014.625
2014,3,AAPL,NVDA,1.386124,0.01060831,0.3974,0.723109,0,2014.625
2014,3,AAPL,PFE,0.971427,0.01060831,0.3974,0.909928,0,2014.625
2014,3,BAC,AAL,0.741806,0.01084989,0.401,0.493857,0,2014.625
2014,3,BAC,AAPL,0.926506,0.01084989,0.401,0.936996,0,2014.625
2014,3,BAC,DAL,0.944495,0.01084989,0.401,0.775745,0,2014.625
2014,3,BAC,JPM,1.02941,0.01084989,0.401,0.902762,1,2014.625
2014,3,BAC,MRK,0.975938,0.01084989,0.401,0.74668,0,2014.625
2014,3,BAC,MSFT,0.907689,0.01084989,0.401,0.837787,0,2014.625
2014,3,BAC,NVDA,1.348835,0.01084989,0.401,0.711623,0,2014.625
2014,3,BAC,PFE,0.923754,0.01084989,0.401,0.875069,0,2014.625
2014,3,DAL,AAL,0.716318,0.01608372,0.1628,0.580627,1,2014.625
2014,3,DAL,AAPL,0.657546,0.01608372,0.1628,0.809648,0,2014.625
2014,3,DAL,BAC,0.637146,0.01608372,0.1628,0.775745,0,2014.625
2014,3,DAL,JPM,0.764924,0.01608372,0.1628,0.81674,0,2014.625
2014,3,DAL,MRK,0.822679,0.01608372,0.1628,0.766342,0,2014.625
2014,3,DAL,MSFT,0.741115,0.01608372,0.1628,0.832842,0,2014.625
2014,3,DAL,NVDA,1.01876,0.01608372,0.1628,0.654401,0,2014.625
2014,3,DAL,PFE,0.669094,0.01608372,0.1628,0.77171,0,2014.625
2014,3,JPM,AAL,0.766459,0.01410767,0.2466,0.581855,0,2014.625
2014,3,JPM,AAPL,0.813751,0.01410767,0.2466,0.938418,0,2014.625
2014,3,JPM,BAC,0.791696,0.01410767,0.2466,0.902762,1,2014.625
2014,3,JPM,DAL,0.872066,0.01410767,0.2466,0.81674,0,2014.625
2014,3,JPM,MRK,1.019617,0.01410767,0.2466,0.889537,0,2014.625
2014,3,JPM,MSFT,0.885957,0.01410767,0.2466,0.932447,0,2014.625
2014,3,JPM,NVDA,1.119005,0.01410767,0.2466,0.673191,0,2014.625
2014,3,JPM,PFE,0.870487,0.01410767,0.2466,0.940294,0,2014.625
2014,3,MRK,AAL,0.614572,0.01853536,0.2799,0.534775,0,2014.625
2014,3,MRK,AAPL,0.618757,0.01853536,0.2799,0.817895,0,2014.625
2014,3,MRK,BAC,0.571277,0.01853536,0.2799,0.74668,0,2014.625
2014,3,MRK,DAL,0.713864,0.01853536,0.2799,0.766342,0,2014.625
2014,3,MRK,JPM,0.776052,0.01853536,0.2799,0.889537,0,2014.625
2014,3,MRK,MSFT,0.767554,0.01853536,0.2799,0.925963,0,2014.625
2014,3,MRK,NVDA,0.662323,0.01853536,0.2799,0.456719,0,2014.625
2014,3,MRK,PFE,0.716279,0.01853536,0.2799,0.886863,1,2014.625
2014,3,MSFT,AAL,0.754341,0.01273596,0.3131,0.544104,0,2014.625
2014,3,MSFT,AAPL,0.818124,0.01273596,0.3131,0.89642,0,2014.625
2014,3,MSFT,BAC,0.773269,0.01273596,0.3131,0.837787,0,2014.625
2014,3,MSFT,DAL,0.935923,0.01273596,0.3131,0.832842,0,2014.625
2014,3,MSFT,JPM,0.981377,0.01273596,0.3131,0.932447,0,2014.625
2014,3,MSFT,MRK,1.117065,0.01273596,0.3131,0.925963,0,2014.625
2014,3,MSFT,NVDA,1.120618,0.01273596,0.3131,0.640549,0,2014.625
2014,3,MSFT,PFE,0.89184,0.01273596,0.3131,0.915327,0,2014.625
2014,3,NVDA,AAL,0.31963,0.03898007,0.2129,0.403336,0,2014.625
2014,3,NVDA,AAPL,0.377229,0.03898007,0.2129,0.723109,0,2014.625
2014,3,NVDA,BAC,0.375441,0.03898007,0.2129,0.711623,0,2014.625
2014,3,NVDA,DAL,0.420355,0.03898007,0.2129,0.654401,0,2014.625
2014,3,NVDA,JPM,0.40499,0.03898007,0.2129,0.673191,0,2014.625
2014,3,NVDA,MRK,0.31494,0.03898007,0.2129,0.456719,0,2014.625
2014,3,NVDA,MSFT,0.36614,0.03898007,0.2129,0.640549,0,2014.625
2014,3,NVDA,PFE,0.292695,0.03898007,0.2129,0.525546,0,2014.625
