ticker,cik,quarter_end,year,quarter,shares,report_date,form_type,xbrl_field
UNH,731766,2013-09-30,2013,3,998000000,2013-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2013-12-31,2013,4,988000000,2013-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2014-03-31,2014,1,984000000,2014-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2014-06-30,2014,2,973000000,2014-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2014-09-30,2014,3,962000000,2014-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2014-12-31,2014,4,954000000,2014-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2015-03-31,2015,1,952000000,2015-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2015-06-30,2015,2,952000000,2015-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2015-09-30,2015,3,953000000,2015-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2015-12-31,2015,4,953000000,2015-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2016-03-31,2016,1,954000000,2016-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2016-06-30,2016,2,951000000,2016-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2016-09-30,2016,3,952000000,2016-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2016-12-31,2016,4,952000000,2016-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2017-03-31,2017,1,965000000,2017-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2017-06-30,2017,2,965000000,2017-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2017-09-30,2017,3,969000000,2017-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2017-12-31,2017,4,969000000,2017-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2018-03-31,2018,1,962000000,2018-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2018-06-30,2018,2,962000000,2018-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2018-09-30,2018,3,962000000,2018-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2018-12-31,2018,4,960000000,2018-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2019-03-31,2019,1,953000000,2019-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2019-06-30,2019,2,948000000,2019-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2019-09-30,2019,3,947000000,2019-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2019-12-31,2019,4,948000000,2019-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2020-03-31,2020,1,947000000,2020-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2020-06-30,2020,2,950000000,2020-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2020-09-30,2020,3,949000000,2020-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2020-12-31,2020,4,946000000,2020-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2021-03-31,2021,1,944000000,2021-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2021-06-30,2021,2,943000000,2021-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2021-09-30,2021,3,942000000,2021-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2021-12-31,2021,4,941000000,2021-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2022-03-31,2022,1,939000000,2022-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2022-06-30,2022,2,935000000,2022-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2022-09-30,2022,3,935000000,2022-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2022-12-31,2022,4,934000000,2022-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2023-03-31,2023,1,932000000,2023-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2023-06-30,2023,2,927000000,2023-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2023-09-30,2023,3,925000000,2023-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2023-12-31,2023,4,924000000,2023-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2024-03-31,2024,1,920000000,2024-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2024-06-30,2024,2,921000000,2024-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2024-09-30,2024,3,923000000,2024-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2024-12-31,2024,4,915000000,2024-12-31,10-K,CommonStockSharesOutstanding
UNH,731766,2025-03-31,2025,1,910000000,2025-03-31,10-Q,CommonStockSharesOutstanding
UNH,731766,2025-06-30,2025,2,905000000,2025-06-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2025-09-30,2025,3,906000000,2025-09-30,10-Q,CommonStockSharesOutstanding
UNH,731766,2025-12-31,2025,4,906000000,2025-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2013-09-30,2013,3,441499049,2013-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2013-12-31,2013,4,446359012,2013-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2014-03-31,2014,1,448032463,2014-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2014-06-30,2014,2,440734836,2014-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2014-09-30,2014,3,435734150,2014-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2014-12-31,2014,4,430259102,2014-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2015-03-31,2015,1,432093034,2015-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2015-06-30,2015,2,432768039,2015-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2015-09-30,2015,3,427904332,2015-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2015-12-31,2015,4,419480736,2015-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2016-03-31,2016,1,417572204,2016-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2016-06-30,2016,2,406591645,2016-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2016-09-30,2016,3,399211902,2016-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2016-12-31,2016,4,392632230,2016-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2017-03-31,2017,1,394791563,2017-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2017-06-30,2017,2,388213152,2017-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2017-09-30,2017,3,379098583,2017-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2017-12-31,2017,4,374808805,2017-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2018-03-31,2018,1,377706096,2018-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2018-06-30,2018,2,377879137,2018-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2018-09-30,2018,3,372739352,2018-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2018-12-31,2018,4,367741973,2018-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2019-03-31,2019,1,366771581,2019-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2019-06-30,2019,2,360539618,2019-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2019-09-30,2019,3,357509026,2019-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2019-12-31,2019,4,347343184,2019-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2020-03-31,2020,1,343856654,2020-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2020-06-30,2020,2,343935256,2020-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2020-09-30,2020,3,344070790,2020-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2020-12-31,2020,4,344088725,2020-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2021-03-31,2021,1,340018220,2021-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2021-06-30,2021,2,337276277,2021-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2021-09-30,2021,3,334792980,2021-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2021-12-31,2021,4,333573254,2021-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2022-03-31,2022,1,343396311,2022-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2022-06-30,2022,2,341963005,2022-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2022-09-30,2022,3,339103013,2022-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2022-12-31,2022,4,334918639,2022-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2023-03-31,2023,1,332884318,2023-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2023-06-30,2023,2,330811807,2023-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2023-09-30,2023,3,326604718,2023-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2023-12-31,2023,4,323376354,2023-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2024-03-31,2024,1,324014481,2024-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2024-06-30,2024,2,316162882,2024-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2024-09-30,2024,3,314190854,2024-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2024-12-31,2024,4,310653708,2024-12-31,10-K,CommonStockSharesOutstanding
GS,886982,2025-03-31,2025,1,307628584,2025-03-31,10-Q,CommonStockSharesOutstanding
GS,886982,2025-06-30,2025,2,302850808,2025-06-30,10-Q,CommonStockSharesOutstanding
GS,886982,2025-09-30,2025,3,300124881,2025-09-30,10-Q,CommonStockSharesOutstanding
GS,886982,2025-12-31,2025,4,296476742,2025-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2013-09-30,2013,3,1953350711,2013-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2013-12-31,2013,4,1944868751,2013-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2014-03-31,2014,1,1971686139,2014-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2014-06-30,2014,2,1964503356,2014-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2014-09-30,2014,3,1958386188,2014-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2014-12-31,2014,4,1950980142,2014-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2015-03-31,2015,1,1971443739,2015-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2015-06-30,2015,2,1921604663,2015-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
MS,895421,2015-09-30,2015,3,1938069312,2015-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2015-12-31,2015,4,1920024027,2015-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2016-03-31,2016,1,1938294368,2016-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2016-06-30,2016,2,1917509492,2016-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2016-09-30,2016,3,1876466446,2016-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2016-12-31,2016,4,1852481601,2016-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2017-03-31,2017,1,1851942590,2017-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2017-06-30,2017,2,1839578174,2017-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2017-09-30,2017,3,1812472419,2017-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2017-12-31,2017,4,1788086805,2017-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2018-03-31,2018,1,1773934393,2018-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2018-06-30,2018,2,1749653071,2018-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2018-09-30,2018,3,1725792278,2018-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2018-12-31,2018,4,1699828943,2018-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2019-03-31,2019,1,1685996391,2019-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2019-06-30,2019,2,1658805108,2019-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2019-09-30,2019,3,1623587078,2019-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2019-12-31,2019,4,1593973680,2019-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2020-03-31,2020,1,1575500507,2020-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2020-06-30,2020,2,1576105281,2020-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2020-09-30,2020,3,1576447988,2020-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2020-12-31,2020,4,1809624144,2020-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2021-03-31,2021,1,1868925320,2021-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2021-06-30,2021,2,1834370291,2021-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2021-09-30,2021,3,1798908848,2021-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2021-12-31,2021,4,1772226530,2021-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2022-03-31,2022,1,1756153374,2022-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2022-06-30,2022,2,1723083208,2022-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2022-09-30,2022,3,1694051265,2022-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2022-12-31,2022,4,1675487409,2022-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2023-03-31,2023,1,1670318320,2023-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2023-06-30,2023,2,1658733133,2023-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2023-09-30,2023,3,1642250165,2023-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2023-12-31,2023,4,1626828437,2023-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2024-03-31,2024,1,1626657461,2024-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2024-06-30,2024,2,1619075147,2024-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2024-09-30,2024,3,1612068430,2024-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2024-12-31,2024,4,1606653706,2024-12-31,10-K,CommonStockSharesOutstanding
MS,895421,2025-03-31,2025,1,1606806297,2025-03-31,10-Q,CommonStockSharesOutstanding
MS,895421,2025-06-30,2025,2,1598299431,2025-06-30,10-Q,CommonStockSharesOutstanding
MS,895421,2025-09-30,2025,3,1591091689,2025-09-30,10-Q,CommonStockSharesOutstanding
MS,895421,2025-12-31,2025,4,1582834137,2025-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2013-09-30,2013,3,320307248,2013-09-29,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2013-12-31,2013,4,319000000,2013-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2014-03-31,2014,1,317377058,2014-03-30,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2014-06-30,2014,2,317388019,2014-06-29,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2014-09-30,2014,3,315925164,2014-09-28,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2014-12-31,2014,4,314000000,2014-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2015-03-31,2015,1,314760542,2015-03-29,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2015-06-30,2015,2,310534530,2015-06-28,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2015-09-30,2015,3,307295494,2015-09-27,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2015-12-31,2015,4,303000000,2015-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2016-03-31,2016,1,304453019,2016-03-27,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2016-06-30,2016,2,302905786,2016-06-26,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2016-09-30,2016,3,292977354,2016-09-25,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2016-12-31,2016,4,289000000,2016-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2017-03-31,2017,1,289443053,2017-03-26,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2017-06-30,2017,2,287990865,2017-06-25,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2017-09-30,2017,3,286734181,2017-09-24,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2017-12-31,2017,4,284000000,2017-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2018-03-31,2018,1,285529483,2018-03-25,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2018-06-30,2018,2,284781066,2018-06-24,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2018-09-30,2018,3,284425688,2018-09-30,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2018-12-31,2018,4,284500000,2018-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2019-03-31,2019,1,282538809,2019-03-31,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2019-06-30,2019,2,282397501,2019-06-30,10-Q,EntityCommonStockSharesOutstanding
LMT,936468,2019-09-30,2019,3,282200000,2019-09-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2019-12-31,2019,4,280000000,2019-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2020-03-31,2020,1,281300000,2020-03-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2020-06-30,2020,2,280500000,2020-06-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2020-09-30,2020,3,280100000,2020-09-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2020-12-31,2020,4,279000000,2020-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2021-03-31,2021,1,279000000,2021-03-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2021-06-30,2021,2,278100000,2021-06-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2021-09-30,2021,3,277500000,2021-09-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2021-12-31,2021,4,271000000,2021-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2022-03-31,2022,1,268300000,2022-03-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2022-06-30,2022,2,267000000,2022-06-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2022-09-30,2022,3,266000000,2022-09-25,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2022-12-31,2022,4,254000000,2022-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2023-03-31,2023,1,254700000,2023-03-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2023-06-30,2023,2,253700000,2023-06-25,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2023-09-30,2023,3,252200000,2023-09-24,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2023-12-31,2023,4,240000000,2023-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2024-03-31,2024,1,240700000,2024-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2024-06-30,2024,2,239800000,2024-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2024-09-30,2024,3,239000000,2024-09-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2024-12-31,2024,4,234000000,2024-12-31,10-K,CommonStockSharesOutstanding
LMT,936468,2025-03-31,2025,1,234400000,2025-03-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2025-06-30,2025,2,234000000,2025-06-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2025-09-30,2025,3,233300000,2025-09-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
LMT,936468,2025-12-31,2025,4,229000000,2025-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2013-09-30,2013,3,223775721,2013-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2013-12-31,2013,4,217599230,2013-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2014-03-31,2014,1,215007156,2014-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2014-06-30,2014,2,209127586,2014-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2014-09-30,2014,3,203176629,2014-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2014-12-31,2014,4,198930240,2014-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2015-03-31,2015,1,195111898,2015-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2015-06-30,2015,2,188381212,2015-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2015-09-30,2015,3,182822622,2015-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2015-12-31,2015,4,181303083,2015-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2016-03-31,2016,1,180828855,2016-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2016-06-30,2016,2,178956974,2016-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2016-09-30,2016,3,176784423,2016-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2016-12-31,2016,4,175068263,2016-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2017-03-31,2017,1,174675878,2017-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2017-06-30,2017,2,174150501,2017-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2017-09-30,2017,3,174077667,2017-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2017-12-31,2017,4,174085619,2017-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2018-03-31,2018,1,174382256,2018-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2018-06-30,2018,2,174254250,2018-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2018-09-30,2018,3,173727400,2018-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2018-12-31,2018,4,170607336,2018-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2019-03-31,2019,1,169873750,2019-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2019-06-30,2019,2,169305793,2019-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2019-09-30,2019,3,168701653,2019-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2019-12-31,2019,4,167848424,2019-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2020-03-31,2020,1,167099297,2020-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2020-06-30,2020,2,166708207,2020-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2020-09-30,2020,3,166715510,2020-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2020-12-31,2020,4,166717179,2020-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2021-03-31,2021,1,160960496,2021-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2021-06-30,2021,2,160384110,2021-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2021-09-30,2021,3,158761485,2021-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2021-12-31,2021,4,156284423,2021-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2022-03-31,2022,1,155581611,2022-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2022-06-30,2022,2,154876753,2022-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2022-09-30,2022,3,154093656,2022-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2022-12-31,2022,4,153157924,2022-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2023-03-31,2023,1,151950074,2023-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2023-06-30,2023,2,151388972,2023-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2023-09-30,2023,3,150864851,2023-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2023-12-31,2023,4,150109271,2023-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2024-03-31,2024,1,148088480,2024-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2024-06-30,2024,2,146463372,2024-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2024-09-30,2024,3,145813599,2024-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2024-12-31,2024,4,144952026,2024-12-31,10-K,CommonStockSharesOutstanding
NOC,1133421,2025-03-31,2025,1,144071022,2025-03-31,10-Q,CommonStockSharesOutstanding
NOC,1133421,2025-06-30,2025,2,143276021,2025-06-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2025-09-30,2025,3,142790278,2025-09-30,10-Q,CommonStockSharesOutstanding
NOC,1133421,2025-12-31,2025,4,141997194,2025-12-31,10-K,CommonStockSharesOutstanding
A,1090872,2013-09-30,2013,3,602000000,2013-10-31,10-Q,CommonStockSharesOutstanding
A,1090872,2013-12-31,2013,4,331808500,2013-12-01,10-K,EntityCommonStockSharesOutstanding
A,1090872,2014-03-31,2014,1,605000000,2014-04-30,10-Q,CommonStockSharesOutstanding
A,1090872,2014-06-30,2014,2,606000000,2014-07-31,10-Q,CommonStockSharesOutstanding
A,1090872,2014-09-30,2014,3,608000000,2014-10-31,10-Q,CommonStockSharesOutstanding
A,1090872,2014-12-31,2014,4,335321802,2014-12-01,10-K,EntityCommonStockSharesOutstanding
A,1090872,2015-03-31,2015,1,610000000,2015-04-30,10-Q,CommonStockSharesOutstanding
A,1090872,2015-06-30,2015,2,611000000,2015-07-31,10-Q,CommonStockSharesOutstanding
A,1090872,2015-09-30,2015,3,331403231,2015-08-31,10-Q,EntityCommonStockSharesOutstanding
A,1090872,2015-12-31,2015,4,332170890,2015-12-01,10-K,EntityCommonStockSharesOutstanding
A,1090872,2016-03-31,2016,1,612000000,2016-04-30,10-Q,CommonStockSharesOutstanding
A,1090872,2016-06-30,2016,2,613000000,2016-07-31,10-Q,CommonStockSharesOutstanding
A,1090872,2016-09-30,2016,3,324384755,2016-08-31,10-Q,EntityCommonStockSharesOutstanding
A,1090872,2016-12-31,2016,4,321747881,2016-12-01,10-K,EntityCommonStockSharesOutstanding
A,1090872,2017-03-31,2017,1,321000000,2017-04-30,10-Q,CommonStockSharesOutstanding
A,1090872,2017-06-30,2017,2,321337443,2017-05-31,10-Q,EntityCommonStockSharesOutstanding
A,1090872,2017-09-30,2017,3,321828003,2017-08-31,10-Q,EntityCommonStockSharesOutstanding
A,1090872,2017-12-31,2017,4,323018027,2017-12-01,10-K,EntityCommonStockSharesOutstanding
A,1090872,2018-03-31,2018,1,322000000,2018-04-30,10-Q,CommonStockSharesOutstanding
A,1090872,2018-06-30,2018,2,319000000,2018-07-31,10-Q,CommonStockSharesOutstanding
A,1090872,2018-09-30,2018,3,318000000,2018-10-31,10-Q,CommonStockSharesOutstanding
A,1090872,2018-12-31,2018,4,318533054,2018-12-10,10-K,EntityCommonStockSharesOutstanding
A,1090872,2019-03-31,2019,1,317000000,2019-04-30,10-Q,CommonStockSharesOutstanding
A,1090872,2019-06-30,2019,2,310000000,2019-07-31,10-Q,CommonStockSharesOutstanding
A,1090872,2019-09-30,2019,3,309000000,2019-10-31,10-Q,CommonStockSharesOutstanding
A,1090872,2019-12-31,2019,4,310183415,2019-12-10,10-K,EntityCommonStockSharesOutstanding
A,1090872,2020-03-31,2020,1,308000000,2020-04-30,10-Q,CommonStockSharesOutstanding
A,1090872,2020-06-30,2020,2,309000000,2020-07-31,10-Q,CommonStockSharesOutstanding
A,1090872,2020-09-30,2020,3,306000000,2020-10-31,10-K,CommonStockSharesOutstanding
A,1090872,2020-12-31,2020,4,306849526,2020-12-10,10-K,EntityCommonStockSharesOutstanding
