ticker,cik,quarter_end,year,quarter,shares,report_date,form_type,xbrl_field
CVX,93410,2013-12-31,2013,4,1917000000,2013-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2014-03-31,2014,1,1903650099,2014-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2014-06-30,2014,2,1898931825,2014-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2014-09-30,2014,3,1890424385,2014-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2014-12-31,2014,4,1884000000,2014-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2015-03-31,2015,1,1880477711,2015-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2015-06-30,2015,2,1881734623,2015-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2015-09-30,2015,3,1882036704,2015-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2015-12-31,2015,4,1868000000,2015-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2016-03-31,2016,1,1884702387,2016-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2016-06-30,2016,2,1886520448,2016-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2016-09-30,2016,3,1887769320,2016-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2016-12-31,2016,4,1873000000,2016-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2017-03-31,2017,1,1894556806,2017-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2017-06-30,2017,2,1895002689,2017-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2017-09-30,2017,3,1899373928,2017-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2017-12-31,2017,4,1883000000,2017-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2018-03-31,2018,1,1910956734,2018-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2018-06-30,2018,2,1916147100,2018-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2018-09-30,2018,3,1910774369,2018-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2018-12-31,2018,4,1898000000,2018-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2019-03-31,2019,1,1904726061,2019-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2019-06-30,2019,2,1898418471,2019-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2019-09-30,2019,3,1890872188,2019-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2019-12-31,2019,4,1882000000,2019-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2020-03-31,2020,1,1866978650,2020-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2020-06-30,2020,2,1867267832,2020-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2020-09-30,2020,3,1867323448,2020-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2020-12-31,2020,4,1870000000,2020-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2021-03-31,2021,1,1928052179,2021-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2021-06-30,2021,2,1933911944,2021-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2021-09-30,2021,3,1927685919,2021-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2021-12-31,2021,4,1916000000,2021-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2022-03-31,2022,1,1964813456,2022-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2022-06-30,2022,2,1957434814,2022-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2022-09-30,2022,3,1933638546,2022-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2022-12-31,2022,4,1931000000,2022-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2023-03-31,2023,1,1894215264,2023-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2023-06-30,2023,2,1867245218,2023-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2023-09-30,2023,3,1887748665,2023-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2023-12-31,2023,4,1873000000,2023-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2024-03-31,2024,1,1847009033,2024-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2024-06-30,2024,2,1828917113,2024-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2024-09-30,2024,3,1797091325,2024-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2024-12-31,2024,4,1810000000,2024-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
CVX,93410,2025-03-31,2025,1,1746393905,2025-03-31,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2025-06-30,2025,2,1727990376,2025-06-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2025-09-30,2025,3,2013521597,2025-09-30,10-Q,EntityCommonStockSharesOutstanding
CVX,93410,2025-12-31,2025,4,1849000000,2025-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2013-09-30,2013,3,4442000000,2013-09-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2013-12-31,2013,4,4434000000,2013-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2014-03-31,2014,1,4401000000,2014-03-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2014-06-30,2014,2,4396000000,2014-06-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2014-09-30,2014,3,4392000000,2014-09-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2014-12-31,2014,4,4387000000,2014-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2015-03-31,2015,1,4365000000,2015-04-03,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2015-06-30,2015,2,4360000000,2015-07-03,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2015-09-30,2015,3,4357000000,2015-10-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2015-12-31,2015,4,4352000000,2015-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2016-03-31,2016,1,4328000000,2016-04-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2016-06-30,2016,2,4325000000,2016-07-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2016-09-30,2016,3,4322000000,2016-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2016-12-31,2016,4,4317000000,2016-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2017-03-31,2017,1,4287000000,2017-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2017-06-30,2017,2,4280000000,2017-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2017-09-30,2017,3,4275000000,2017-09-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2017-12-31,2017,4,4272000000,2017-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2018-03-31,2018,1,4265000000,2018-03-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2018-06-30,2018,2,4260000000,2018-06-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2018-09-30,2018,3,4258000000,2018-09-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2018-12-31,2018,4,4259000000,2018-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2019-03-31,2019,1,4271000000,2019-03-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2019-06-30,2019,2,4270000000,2019-06-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2019-09-30,2019,3,4273000000,2019-09-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2019-12-31,2019,4,4276000000,2019-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2020-03-31,2020,1,4289000000,2020-03-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2020-06-30,2020,2,4292000000,2020-06-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2020-09-30,2020,3,4293000000,2020-09-25,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2020-12-31,2020,4,4295000000,2020-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2021-03-31,2021,1,4307000000,2021-04-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2021-06-30,2021,2,4310000000,2021-07-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2021-09-30,2021,3,4313000000,2021-10-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2021-12-31,2021,4,4315000000,2021-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2022-03-31,2022,1,4332000000,2022-04-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2022-06-30,2022,2,4331000000,2022-07-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2022-09-30,2022,3,4329000000,2022-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2022-12-31,2022,4,4328000000,2022-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2023-03-31,2023,1,4326000000,2023-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2023-06-30,2023,2,4325000000,2023-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2023-09-30,2023,3,4325000000,2023-09-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2023-12-31,2023,4,4323000000,2023-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2024-03-31,2024,1,4310000000,2024-03-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2024-06-30,2024,2,4309000000,2024-06-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2024-09-30,2024,3,4310000000,2024-09-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2024-12-31,2024,4,4309000000,2024-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2025-03-31,2025,1,4302000000,2025-03-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2025-06-30,2025,2,4303000000,2025-06-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2025-09-30,2025,3,4303000000,2025-09-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
KO,21344,2025-12-31,2025,4,4303000000,2025-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2013-09-30,2013,3,1533599526,2013-10-09,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2013-12-31,2013,4,1541000000,2013-12-28,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2014-03-31,2014,1,1524000000,2014-03-22,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2014-06-30,2014,2,1506789240,2014-07-16,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2014-09-30,2014,3,1496606020,2014-10-02,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2014-12-31,2014,4,1509000000,2014-12-27,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2015-03-31,2015,1,1484000000,2015-03-21,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2015-06-30,2015,2,1468993138,2015-07-02,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2015-09-30,2015,3,1456850777,2015-09-30,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2015-12-31,2015,4,1469000000,2015-12-26,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2016-03-31,2016,1,1444417034,2016-04-08,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2016-06-30,2016,2,1439157837,2016-06-29,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2016-09-30,2016,3,1434183120,2016-09-22,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2016-12-31,2016,4,1439000000,2016-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2017-03-31,2017,1,1428000000,2017-03-25,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2017-06-30,2017,2,1425510474,2017-07-03,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2017-09-30,2017,3,1422143357,2017-09-27,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2017-12-31,2017,4,1425000000,2017-12-30,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2018-03-31,2018,1,1420000000,2018-03-24,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2018-06-30,2018,2,1414321635,2018-07-03,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2018-09-30,2018,3,1411568000,2018-09-25,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2018-12-31,2018,4,1415000000,2018-12-29,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2019-03-31,2019,1,1406000000,2019-03-23,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2019-06-30,2019,2,1398169503,2019-07-01,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2019-09-30,2019,3,1394435338,2019-09-26,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2019-12-31,2019,4,1399000000,2019-12-28,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2020-03-31,2020,1,1390000000,2020-03-21,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2020-06-30,2020,2,1384632842,2020-07-06,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2020-09-30,2020,3,1381956485,2020-09-24,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2020-12-31,2020,4,1385000000,2020-12-26,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2021-03-31,2021,1,1381631264,2021-04-08,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2021-06-30,2021,2,1382114956,2021-07-06,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2021-09-30,2021,3,1382652943,2021-09-28,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2021-12-31,2021,4,1382000000,2021-12-25,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2022-03-31,2022,1,1383000000,2022-03-19,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2022-06-30,2022,2,1380084844,2022-07-05,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2022-09-30,2022,3,1377709209,2022-10-05,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2022-12-31,2022,4,1380000000,2022-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2023-03-31,2023,1,1378000000,2023-03-25,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2023-06-30,2023,2,1376580611,2023-07-06,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2023-09-30,2023,3,1374863961,2023-10-03,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2023-12-31,2023,4,1376000000,2023-12-30,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2024-03-31,2024,1,1375000000,2024-03-23,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2024-06-30,2024,2,1373572400,2024-07-05,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2024-09-30,2024,3,1371989025,2024-10-01,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2024-12-31,2024,4,1373000000,2024-12-28,10-K,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2025-03-31,2025,1,1372000000,2025-03-22,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
PEP,77476,2025-06-30,2025,2,1369077204,2025-07-10,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2025-09-30,2025,3,1367340122,2025-10-02,10-Q,EntityCommonStockSharesOutstanding
PEP,77476,2025-12-31,2025,4,1369000000,2025-12-27,10-K,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2013-09-30,2013,3,3244066165,2013-10-17,10-Q/A,EntityCommonStockSharesOutstanding
WMT,104169,2013-12-31,2013,4,3235772430,2013-12-04,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2014-03-31,2014,1,3229175401,2014-03-18,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2014-06-30,2014,2,3223604679,2014-06-04,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2014-09-30,2014,3,3222513219,2014-09-03,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2014-12-31,2014,4,3230000000,2015-01-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2015-03-31,2015,1,3226062652,2015-03-30,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2015-06-30,2015,2,3220548651,2015-06-03,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2015-09-30,2015,3,3205941803,2015-09-08,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2015-12-31,2015,4,3201893234,2015-11-30,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2016-03-31,2016,1,3144335104,2016-03-28,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2016-06-30,2016,2,3116646721,2016-06-01,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2016-09-30,2016,3,3114000000,2016-10-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2016-12-31,2016,4,3101000000,2017-01-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2017-03-31,2017,1,3033009079,2017-03-29,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2017-06-30,2017,2,3014499132,2017-05-31,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2017-09-30,2017,3,3008000000,2017-10-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2017-12-31,2017,4,2995000000,2018-01-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2018-03-31,2018,1,2950696818,2018-03-28,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2018-06-30,2018,2,2950844393,2018-05-31,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2018-09-30,2018,3,2928734576,2018-09-04,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2018-12-31,2018,4,2929000000,2019-01-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2019-03-31,2019,1,2869684230,2019-03-26,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2019-06-30,2019,2,2854722137,2019-06-05,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2019-09-30,2019,3,2844284080,2019-09-04,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2019-12-31,2019,4,2837174936,2019-12-02,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2020-03-31,2020,1,2832277220,2020-03-18,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2020-06-30,2020,2,2831953450,2020-06-01,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2020-09-30,2020,3,2833752938,2020-08-31,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2020-12-31,2020,4,2829285926,2020-11-30,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2021-03-31,2021,1,2817071695,2021-03-17,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2021-06-30,2021,2,2802145927,2021-06-02,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2021-09-30,2021,3,2788497816,2021-08-31,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2021-12-31,2021,4,2792000000,2022-01-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2022-03-31,2022,1,2751779629,2022-03-16,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2022-06-30,2022,2,2741150050,2022-06-01,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2022-09-30,2022,3,2714237937,2022-08-31,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2022-12-31,2022,4,2724000000,2023-01-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2023-03-31,2023,1,2695655933,2023-03-15,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2023-06-30,2023,2,2692835112,2023-05-31,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2023-09-30,2023,3,2691563850,2023-08-30,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2023-12-31,2023,4,2692333333,2024-01-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2024-03-31,2024,1,8058048674,2024-03-13,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2024-06-30,2024,2,8043543330,2024-06-05,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2024-09-30,2024,3,8044000000,2024-10-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2024-12-31,2024,4,8033386215,2024-12-04,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2025-03-31,2025,1,8016849444,2025-03-12,10-K,EntityCommonStockSharesOutstanding
WMT,104169,2025-06-30,2025,2,7980418164,2025-06-04,10-Q,EntityCommonStockSharesOutstanding
WMT,104169,2025-09-30,2025,3,7987000000,2025-10-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
WMT,104169,2025-12-31,2025,4,7970166964,2025-12-02,10-Q,EntityCommonStockSharesOutstanding
TGT,27419,2013-09-30,2013,3,631759510,2013-11-02,10-Q,CommonStockSharesOutstanding
TGT,27419,2013-12-31,2013,4,632930740,2014-02-01,10-K,CommonStockSharesOutstanding
TGT,27419,2014-03-31,2014,1,633174692,2014-03-10,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2014-06-30,2014,2,633644605,2014-08-02,10-Q,CommonStockSharesOutstanding
TGT,27419,2014-09-30,2014,3,634378337,2014-11-01,10-Q,CommonStockSharesOutstanding
TGT,27419,2014-12-31,2014,4,640213987,2015-01-31,10-K,CommonStockSharesOutstanding
TGT,27419,2015-03-31,2015,1,641738798,2015-03-06,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2015-06-30,2015,2,630446029,2015-08-01,10-Q,CommonStockSharesOutstanding
TGT,27419,2015-09-30,2015,3,618604168,2015-10-31,10-Q,CommonStockSharesOutstanding
TGT,27419,2015-12-31,2015,4,602226517,2016-01-30,10-K,CommonStockSharesOutstanding
TGT,27419,2016-03-31,2016,1,599982121,2016-03-04,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2016-06-30,2016,2,574801225,2016-07-30,10-Q,CommonStockSharesOutstanding
TGT,27419,2016-09-30,2016,3,563676785,2016-10-29,10-Q,CommonStockSharesOutstanding
TGT,27419,2016-12-31,2016,4,556156228,2017-01-28,10-K,CommonStockSharesOutstanding
TGT,27419,2017-03-31,2017,1,551657501,2017-04-29,10-Q,CommonStockSharesOutstanding
TGT,27419,2017-06-30,2017,2,546183291,2017-07-29,10-Q,CommonStockSharesOutstanding
TGT,27419,2017-09-30,2017,3,543913318,2017-10-28,10-Q,CommonStockSharesOutstanding
TGT,27419,2017-12-31,2017,4,541681670,2018-02-03,10-K,CommonStockSharesOutstanding
TGT,27419,2018-03-31,2018,1,538796010,2018-03-08,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2018-06-30,2018,2,526112846,2018-08-04,10-Q,CommonStockSharesOutstanding
TGT,27419,2018-09-30,2018,3,521810597,2018-11-03,10-Q,CommonStockSharesOutstanding
TGT,27419,2018-12-31,2018,4,517761600,2019-02-02,10-K,CommonStockSharesOutstanding
TGT,27419,2019-03-31,2019,1,516333213,2019-03-07,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2019-06-30,2019,2,511335375,2019-08-03,10-Q,CommonStockSharesOutstanding
TGT,27419,2019-09-30,2019,3,506677740,2019-11-02,10-Q,CommonStockSharesOutstanding
TGT,27419,2019-12-31,2019,4,504198962,2020-02-01,10-K,CommonStockSharesOutstanding
TGT,27419,2020-03-31,2020,1,500961951,2020-03-05,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2020-06-30,2020,2,500252831,2020-08-01,10-Q,CommonStockSharesOutstanding
TGT,27419,2020-09-30,2020,3,500754729,2020-10-31,10-Q,CommonStockSharesOutstanding
TGT,27419,2020-12-31,2020,4,500877129,2021-01-30,10-K,CommonStockSharesOutstanding
TGT,27419,2021-03-31,2021,1,498616180,2021-03-04,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2021-06-30,2021,2,489651196,2021-07-31,10-Q,CommonStockSharesOutstanding
TGT,27419,2021-09-30,2021,3,480905493,2021-10-30,10-Q,CommonStockSharesOutstanding
TGT,27419,2021-12-31,2021,4,471274073,2022-01-29,10-K,CommonStockSharesOutstanding
TGT,27419,2022-03-31,2022,1,462418075,2022-03-03,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2022-06-30,2022,2,460236393,2022-07-30,10-Q,CommonStockSharesOutstanding
TGT,27419,2022-09-30,2022,3,460297654,2022-10-29,10-Q,CommonStockSharesOutstanding
TGT,27419,2022-12-31,2022,4,460346947,2023-01-28,10-K,CommonStockSharesOutstanding
TGT,27419,2023-03-31,2023,1,461552843,2023-04-29,10-Q,CommonStockSharesOutstanding
TGT,27419,2023-06-30,2023,2,461600640,2023-07-29,10-Q,CommonStockSharesOutstanding
TGT,27419,2023-09-30,2023,3,461651176,2023-10-28,10-Q,CommonStockSharesOutstanding
TGT,27419,2023-12-31,2023,4,461675441,2024-02-03,10-K,CommonStockSharesOutstanding
TGT,27419,2024-03-31,2024,1,461690206,2024-03-06,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2024-06-30,2024,2,461600215,2024-08-03,10-Q,CommonStockSharesOutstanding
TGT,27419,2024-09-30,2024,3,459244995,2024-11-02,10-Q,CommonStockSharesOutstanding
TGT,27419,2024-12-31,2024,4,455566995,2025-02-01,10-K,CommonStockSharesOutstanding
TGT,27419,2025-03-31,2025,1,455576464,2025-03-05,10-K,EntityCommonStockSharesOutstanding
TGT,27419,2025-06-30,2025,2,454396092,2025-08-02,10-Q,CommonStockSharesOutstanding
TGT,27419,2025-09-30,2025,3,452796520,2025-11-01,10-Q,CommonStockSharesOutstanding
TGT,27419,2025-12-31,2025,4,452840187,2026-01-31,10-K,CommonStockSharesOutstanding
T,732717,2013-09-30,2013,3,5402000000,2013-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
T,732717,2013-12-31,2013,4,5368000000,2013-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
T,732717,2014-03-31,2014,1,5222000000,2014-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
T,732717,2014-06-30,2014,2,5213000000,2014-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
T,732717,2014-09-30,2014,3,5208000000,2014-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic
T,732717,2014-12-31,2014,4,5205000000,2014-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic
